PlayerID	PlayerTrueName	PlayerTeams	SimpleMin	SimplePossFor	SimplePossOpp	SimplePointsFor	SimplePointsOpp	SimpleOffRtg	SimpleDefRtg	SimpleOverallRtg	SimpleORebFor	SimpleORebOpp	SimpleDRebFor	SimpleDRebOpp	SimpleORebRate	SimpleDRebRate	WeightedMinOffCourt	WeightedPossForOffCourt	WeightedPossOppOffCourt	WeightedPointsForOffCourt	WeightedPointsOppOffCourt	WeightedOffRtgOffCourt	WeightedDefRtgOffCourt	WeightedOverallRtgOffCourt	WeightedORebForOffCourt	WeightedORebOppOffCourt	WeightedDRebForOffCourt	WeightedDRebOppOffCourt	WeightedORebRateOffCourt	WeightedDRebRateOffCourt	WeightedOverallRtgOnCourt	WeightedORebRateOnCourt	WeightedDRebRateOnCourt	WeightedOverallRtgOnCourtMinusOffCourt	WeightedORebRateOnCourtMinusOffCourt	WeightedDRebRateOnCourtMinusOffCourt	AdjustedPM	AdjustedPMStdErr
1010	Stone, Julyan	DEN	86.6167	176	175	200	197	113.636	112.571	1.06494	55	27	61	52	0.514019	0.693182	1373.3833	2737	2737	2882	2791	105.298	101.973	3.3248	426	433	985	955	0.3085	0.6946	1.06494	0.514019	0.693182	-2.2599	0.2055	-0.0014	NULL	NULL
1011	Morris, Darius	LAL	130.2667	224	235	214	248	95.5357	105.532	-9.9962	37	56	93	92	0.286822	0.624161	1319.7333	2505	2489	2579	2474	102.954	99.3973	3.5567	456	452	1012	866	0.3449	0.6913	-9.9962	0.286822	0.624161	-13.5529	-0.0581	-0.0671	NULL	NULL
1012	Davis, Josh	MEM	130.2833	254	254	229	275	90.1575	108.268	-18.1102	52	46	78	94	0.356164	0.629032	1410.7167	2695	2695	2766	2686	102.634	99.666	2.9685	528	474	948	937	0.3604	0.6667	-18.1102	0.356164	0.629032	-21.0787	-0.0042	-0.0377	NULL	NULL
1013	Skinner, Brian	MEM	4.3667	9	9	6	13	66.6667	144.444	-77.7778	1	1	2	3	0.25	0.666667	1536.6333	2940	2940	2989	2948	101.667	100.272	1.3946	579	519	1024	1028	0.3603	0.6636	-77.7778	0.25	0.666667	-79.1724	-0.1103	0.0031	NULL	NULL
1014	Gladness, Mickell	MIA	27.1667	57	59	49	65	85.9649	110.169	-24.2046	5	15	21	18	0.217391	0.583333	1437.8333	2783	2789	3065	2780	110.133	99.6773	10.4556	445	497	1040	910	0.3284	0.6766	-24.2046	0.217391	0.583333	-34.6602	-0.111	-0.0933	NULL	NULL
1015	Harris, Tobias	MIL	212.6000	412	407	415	402	100.728	98.7715	1.95666	87	70	151	145	0.375	0.683258	1184.4000	2294	2286	2327	2405	101.438	105.206	-3.7671	396	438	775	869	0.313	0.6389	1.95666	0.375	0.683258	5.7238	0.062	0.0444	NULL	NULL
1016	Higgins, Cory	CHA	244.9667	445	453	407	474	91.4607	104.636	-13.1751	94	97	148	164	0.364341	0.604082	1152.0333	2221	2210	2113	2445	95.1373	110.633	-15.4962	370	378	796	866	0.2994	0.678	-13.1751	0.364341	0.604082	2.3211	0.0649	-0.0739	NULL	NULL
1017	Thomas, Malcolm	SAS	15.0833	31	30	31	35	100	116.667	-16.6667	6	5	9	8	0.428571	0.642857	1444.7000	2750	2749	2925	2788	106.364	101.419	4.9449	457	431	1026	1015	0.3105	0.7042	-16.6667	0.428571	0.642857	-21.6116	0.1181	-0.0613	NULL	NULL
1018	Fortson, Courtney	LAC	45.9000	90	87	76	110	84.4444	126.437	-41.9923	27	12	27	29	0.482143	0.692308	1361.1000	2548	2550	2759	2644	108.281	103.686	4.5947	521	475	936	909	0.3643	0.6634	-41.9923	0.482143	0.692308	-46.587	0.1178	0.0289	NULL	NULL
1019	Russell, Walker	DET	218.0500	410	408	376	416	91.7073	101.961	-10.2535	81	57	150	147	0.355263	0.724638	1178.9500	2187	2186	2155	2371	98.5368	108.463	-9.9261	406	348	718	791	0.3392	0.6735	-10.2535	0.355263	0.724638	-0.3274	0.0161	0.0511	NULL	NULL
1020	Emmett	NJN	27.4500	47	50	48	56	102.128	112	-9.87234	6	13	18	13	0.315789	0.580645	644.5500	1174	1165	1224	1300	104.259	111.588	-7.329	241	250	413	425	0.3619	0.6229	-9.87234	0.315789	0.580645	-2.5433	-0.0461	-0.0423	NULL	NULL
