PlayerID	PlayerTrueName	Team	MinOnCourt	PossForOnCourt	PossOppOnCourt	PointsForOnCourt	PointsOppOnCourt	OffRtgOnCourt	DefRtgOnCourt	OverallRtgOnCourt	ORebForOnCourt	ORebOppOnCourt	DRebForOnCourt	DRebOppOnCourt	ORebRateOnCourt	DRebRateOnCourt	MinOffCourt	PossForOffCourt	PossOppOffCourt	PointsForOffCourt	PointsOppOffCourt	OffRtgOffCourt	DefRtgOffCourt	OverallRtgOffCourt	ORebForOffCourt	ORebOppOffCourt	DRebForOffCourt	DRebOppOffCourt	ORebRateOffCourt	DRebRateOffCourt	OverallRtgOnCourtMinusOffCourt	ORebRateOnCourtMinusOffCourt	DRebRateOnCourtMinusOffCourt
563	Barea, Jose	MIN	290.7167	594	594	574	555	96.6330	93.4343	3.1987	110	106	231	223	0.3303	0.6855	1149.2833	2235	2238	2316	2299	103.6242	102.7256	0.8985	415	385	820	783	0.3464	0.6805	2.3002	-0.0161	0.0050
569	Novak, Steve	NYK	276.4167	546	539	570	512	104.3956	94.9907	9.4049	93	88	198	202	0.3153	0.6923	1173.5833	2291	2306	2281	2307	99.5635	100.0434	-0.4799	404	390	796	827	0.3282	0.6712	9.8848	-0.0129	0.0211
573	Williams, Shawne	NJN	124.7000	225	218	209	251	92.8889	115.1376	-22.2487	61	49	67	90	0.4040	0.5776	547.3000	996	997	1063	1105	106.7269	110.8325	-4.1056	186	214	364	348	0.3483	0.6298	-18.1431	0.0557	-0.0522
575	Farmar, Jordan	NJN	160.3667	291	287	313	343	107.5601	119.5122	-11.9521	58	64	88	98	0.3718	0.5789	511.6333	930	928	959	1013	103.1183	109.1595	-6.0412	189	199	343	340	0.3573	0.6328	-5.9109	0.0145	-0.0539
577	Gay, Rudy	MEM	1209.1833	2310	2305	2391	2358	103.5065	102.2993	1.2071	446	394	784	803	0.3571	0.6655	331.8167	639	644	604	603	94.5227	93.6335	0.8892	134	126	242	228	0.3702	0.6576	0.3179	-0.0131	0.0079
579	Lowry, Kyle	HOU	1013.5833	1989	1979	2080	2000	104.5752	101.0611	3.5140	352	337	705	687	0.3388	0.6766	489.4167	922	926	945	996	102.4946	107.5594	-5.0648	168	172	317	330	0.3373	0.6483	8.5788	0.0015	0.0283
588	Foye, Randy	LAC	653.7833	1219	1231	1245	1244	102.1329	101.0561	1.0768	245	242	458	448	0.3535	0.6543	753.2167	1419	1406	1590	1510	112.0507	107.3969	4.6539	303	245	505	490	0.3821	0.6733	-3.5771	-0.0286	-0.0190
589	Smith, Craig	POR	311.7333	604	599	612	651	101.3245	108.6811	-7.3566	102	107	207	214	0.3228	0.6592	1196.2667	2319	2304	2409	2236	103.8810	97.0486	6.8324	371	412	826	860	0.3014	0.6672	-14.1890	0.0214	-0.0080
597	Balkman, Renaldo	NYK	113.5000	224	228	230	229	102.6786	100.4386	2.2400	37	40	78	78	0.3217	0.6610	1336.5000	2613	2617	2621	2590	100.3062	98.9683	1.3379	460	438	916	951	0.3260	0.6765	0.9021	-0.0043	-0.0155
599	Redick, J.J.	ORL	777.4833	1449	1447	1477	1462	101.9324	101.0366	0.8957	283	234	555	556	0.3373	0.7034	725.3000	1351	1352	1424	1363	105.4034	100.8136	4.5898	257	225	528	490	0.3440	0.7012	-3.6941	-0.0067	0.0022
607	Aldridge, LaMarcus	POR	1048.7667	2023	2007	2136	1954	105.5858	97.3592	8.2265	325	348	726	738	0.3057	0.6760	459.2333	900	896	885	933	98.3333	104.1295	-5.7961	148	171	307	336	0.3058	0.6423	14.0226	-0.0001	0.0337
612	Bargnani, Andrea	TOR	469.3000	871	870	876	903	100.5741	103.7931	-3.2191	124	183	333	328	0.2743	0.6453	841.7000	1587	1589	1526	1649	96.1563	103.7760	-7.6197	275	284	546	595	0.3161	0.6578	4.4006	-0.0418	-0.0125
614	Parker, Anthony	CLE	393.7833	768	770	797	820	103.7760	106.4935	-2.7175	150	126	266	280	0.3488	0.6786	912.2167	1723	1734	1735	1817	100.6965	104.7866	-4.0902	380	303	620	625	0.3781	0.6717	1.3727	-0.0293	0.0069
617	Brewer, Ronnie	CHI	823.0333	1554	1577	1637	1512	105.3411	95.8782	9.4628	306	292	613	537	0.3630	0.6773	664.9667	1246	1225	1352	1212	108.5072	98.9388	9.5684	275	220	474	428	0.3912	0.6830	-0.1056	-0.0282	-0.0057
622	Mason, Roger	WAS	150.1167	297	291	278	296	93.6027	101.7182	-8.1155	56	63	104	122	0.3146	0.6228	1294.8833	2531	2518	2470	2706	97.5899	107.4662	-9.8764	458	496	850	932	0.3295	0.6315	1.7609	-0.0149	-0.0087
629	Millsap, Paul	UTA	863.3833	1638	1643	1747	1729	106.6545	105.2343	1.4201	308	283	565	594	0.3415	0.6663	495.6167	952	951	938	995	98.5294	104.6267	-6.0973	192	179	347	320	0.3750	0.6597	7.5174	-0.0335	0.0066
640	Kleiza, Linas	TOR	323.8667	610	605	615	600	100.8197	99.1736	1.6461	97	137	219	213	0.3129	0.6152	987.1333	1848	1854	1787	1952	96.6991	105.2859	-8.5867	302	330	660	710	0.2984	0.6667	10.2328	0.0145	-0.0515
653	Amundson, Louis	IND	230.0500	445	443	439	445	98.6517	100.4515	-1.7998	105	79	140	159	0.3977	0.6393	1166.6167	2217	2222	2276	2239	102.6613	100.7651	1.8962	396	437	833	823	0.3249	0.6559	-3.6960	0.0728	-0.0166
660	Mahinmi, Ian	DAL	521.1333	993	982	1000	955	100.7049	97.2505	3.4544	167	161	369	383	0.3036	0.6962	933.8667	1794	1802	1838	1773	102.4526	98.3907	4.0619	289	335	696	668	0.3020	0.6751	-0.6075	0.0016	0.0211
662	McRoberts, Josh	LAL	281.9167	522	520	516	531	98.8506	102.1154	-3.2648	100	109	198	184	0.3521	0.6450	1168.0833	2207	2204	2277	2191	103.1717	99.4102	3.7616	393	399	907	774	0.3368	0.6945	-7.0264	0.0153	-0.0495
667	Landry, Carl	NOH	558.5833	1025	1022	1034	1097	100.8780	107.3386	-6.4605	186	139	364	362	0.3394	0.7237	838.4167	1553	1554	1513	1583	97.4243	101.8662	-4.4418	275	294	563	562	0.3286	0.6569	-2.0187	0.0108	0.0668
671	Wright, Brandan	DAL	239.4500	472	469	475	439	100.6356	93.6034	7.0322	76	98	192	174	0.3040	0.6621	1215.5500	2315	2315	2363	2289	102.0734	98.8769	3.1965	380	398	873	877	0.3023	0.6869	3.8357	0.0017	-0.0248
673	Belinelli, Marco	NOH	887.5500	1632	1644	1627	1752	99.6936	106.5693	-6.8757	294	290	578	593	0.3315	0.6659	509.4500	946	932	920	928	97.2516	99.5708	-2.3192	167	143	349	331	0.3353	0.7093	-4.5565	-0.0038	-0.0434
674	Scola, Luis	HOU	931.0833	1806	1801	1860	1834	102.9900	101.8323	1.1577	310	331	642	639	0.3267	0.6598	571.9167	1105	1104	1165	1162	105.4299	105.2536	0.1762	210	178	380	378	0.3571	0.6810	0.9815	-0.0304	-0.0212
675	Davis, Glen	ORL	614.5000	1120	1145	1083	1185	96.6964	103.4934	-6.7970	208	176	437	448	0.3171	0.7129	888.2833	1680	1654	1818	1640	108.2143	99.1536	9.0607	332	283	646	598	0.3570	0.6954	-15.8577	-0.0399	0.0175
678	Williams, Sean	DAL	17.3167	37	37	35	31	94.5946	83.7838	10.8108	7	7	12	14	0.3333	0.6316	1437.6833	2750	2747	2803	2697	101.9273	98.1798	3.7474	449	489	1053	1037	0.3022	0.6829	7.0634	0.0311	-0.0513
681	Young, Thaddeus	PHI	826.8667	1544	1558	1706	1537	110.4922	98.6521	11.8401	260	270	594	586	0.3073	0.6875	618.1333	1160	1154	1147	1068	98.8793	92.5477	6.3317	178	218	469	475	0.2726	0.6827	5.5084	0.0347	0.0048
685	Gray, Aaron	TOR	208.7167	391	394	364	419	93.0946	106.3452	-13.2505	69	62	134	161	0.3000	0.6837	1102.2833	2067	2065	2038	2133	98.5970	103.2930	-4.6960	330	405	745	762	0.3022	0.6478	-8.5545	-0.0022	0.0359
686	Noah, Joakim	CHI	881.6333	1673	1671	1812	1686	108.3084	100.8977	7.4108	314	296	643	568	0.3560	0.6848	606.3667	1127	1131	1177	1038	104.4366	91.7772	12.6594	267	216	444	397	0.4021	0.6727	-5.2486	-0.0461	0.0121
689	Afflalo, Arron	DEN	802.2167	1591	1592	1619	1683	101.7599	105.7161	-3.9562	247	257	568	582	0.2979	0.6885	657.7833	1322	1320	1463	1305	110.6657	98.8636	11.8020	234	203	478	425	0.3551	0.7019	-15.7582	-0.0572	-0.0134
691	Stuckey, Rodney	DET	727.3500	1343	1335	1378	1438	102.6061	107.7154	-5.1093	265	220	448	470	0.3605	0.6707	669.6500	1254	1259	1153	1349	91.9458	107.1485	-15.2028	222	185	420	468	0.3217	0.6942	10.0935	0.0388	-0.0235
693	Jianlian, Yi	DAL	94.6333	190	190	186	195	97.8947	102.6316	-4.7368	36	41	73	66	0.3529	0.6404	1360.3667	2597	2594	2652	2533	102.1178	97.6484	4.4694	420	455	992	985	0.2989	0.6856	-9.2062	0.0540	-0.0452
694	Sessions, Ramon	CLE	685.6500	1289	1308	1285	1334	99.6897	101.9878	-2.2981	289	240	472	466	0.3828	0.6629	620.3500	1202	1196	1247	1303	103.7438	108.9465	-5.2027	241	189	414	439	0.3544	0.6866	2.9046	0.0284	-0.0237
695	Horford, Al	ATL	305.6333	568	564	612	568	107.7465	100.7092	7.0373	111	95	201	215	0.3405	0.6791	1020.3667	1919	1929	1941	1934	101.1464	100.2592	0.8872	312	317	729	729	0.2997	0.6969	6.1501	0.0408	-0.0178
699	Dudley, Jared	PHX	876.2000	1702	1700	1770	1800	103.9953	105.8824	-1.8871	249	296	625	608	0.2905	0.6786	563.8000	1072	1082	1050	1124	97.9478	103.8817	-5.9339	183	183	368	420	0.3035	0.6679	4.0468	-0.0130	0.0107
700	Anthony, Joel	MIA	652.3667	1252	1271	1427	1260	113.9776	99.1345	14.8431	186	212	471	393	0.3212	0.6896	812.6333	1588	1577	1687	1585	106.2343	100.5073	5.7270	264	300	590	535	0.3304	0.6629	9.1161	-0.0092	0.0267
701	Cook, Daequan	OKC	544.1167	1046	1062	1113	1080	106.4054	101.6949	4.7104	153	188	405	380	0.2871	0.6830	852.8833	1683	1677	1850	1718	109.9228	102.4448	7.4779	285	321	622	503	0.3617	0.6596	-2.7675	-0.0746	0.0234
702	Gortat, Marcin	PHX	988.3000	1925	1928	1977	2001	102.7013	103.7863	-1.0850	270	312	704	712	0.2749	0.6929	451.7000	849	854	843	923	99.2933	108.0796	-8.7863	162	167	289	316	0.3389	0.6338	7.7013	-0.0640	0.0591
703	McGuire, Dominic	GSW	274.4167	533	544	525	566	98.4991	104.0441	-5.5451	84	110	182	192	0.3043	0.6233	1079.5833	2101	2092	2241	2254	106.6635	107.7438	-1.0803	330	416	703	764	0.3016	0.6282	-4.4648	0.0027	-0.0049
705	Young, Nick	WAS	934.5500	1852	1817	1819	1939	98.2181	106.7144	-8.4962	348	374	622	674	0.3405	0.6245	510.4500	976	992	929	1063	95.1844	107.1573	-11.9728	166	185	332	380	0.3040	0.6422	3.4766	0.0365	-0.0177
707	Conley, Mike	MEM	1065.8833	2021	2010	2144	2014	106.0861	100.1990	5.8871	373	358	690	699	0.3479	0.6584	475.1167	928	939	851	947	91.7026	100.8520	-9.1494	207	162	336	332	0.3840	0.6747	15.0365	-0.0361	-0.0163
712	Brewer, Corey	DEN	440.2167	903	924	944	939	104.5404	101.6234	2.9170	183	147	314	294	0.3836	0.6811	1019.7833	2010	1988	2138	2049	106.3682	103.0684	3.2997	298	313	732	713	0.2948	0.7005	-0.3827	0.0888	-0.0194
714	Durant, Kevin	OKC	1081.1500	2138	2136	2321	2201	108.5594	103.0431	5.5163	355	397	806	681	0.3427	0.6700	315.8500	591	603	642	597	108.6294	99.0050	9.6245	83	112	221	202	0.2912	0.6637	-4.1082	0.0515	0.0063
719	Hawes, Spencer	PHI	386.8000	748	747	782	690	104.5455	92.3695	12.1760	109	163	280	286	0.2759	0.6321	1058.2000	1956	1965	2071	1915	105.8793	97.4555	8.4239	329	325	783	775	0.2980	0.7067	3.7521	-0.0221	-0.0746
722	Smith, Jason	NOH	431.6667	799	801	779	821	97.4969	102.4969	-5.0000	125	152	300	298	0.2955	0.6637	965.3333	1779	1775	1768	1859	99.3817	104.7324	-5.3507	336	281	627	626	0.3493	0.6905	0.3507	-0.0538	-0.0268
726	Watson, C.J.	CHI	468.4333	891	889	936	897	105.0505	100.8999	4.1506	190	178	319	326	0.3682	0.6419	1019.5667	1909	1913	2053	1827	107.5432	95.5044	12.0388	391	334	768	639	0.3796	0.6969	-7.8882	-0.0114	-0.0550
734	Fernandez, Rudy	DEN	620.8667	1234	1230	1326	1253	107.4554	101.8699	5.5855	193	201	421	412	0.3190	0.6768	839.1333	1679	1682	1756	1735	104.5861	103.1510	1.4351	288	259	625	595	0.3262	0.7070	4.1504	-0.0072	-0.0302
735	Bayless, Jerryd	TOR	197.6000	375	381	393	403	104.8000	105.7743	-0.9743	67	70	127	127	0.3454	0.6447	1113.4000	2083	2078	2009	2149	96.4474	103.4167	-6.9693	332	397	752	796	0.2943	0.6545	5.9950	0.0511	-0.0098
736	Batum, Nicolas	POR	794.0500	1553	1544	1611	1606	103.7347	104.0155	-0.2808	261	290	510	567	0.3152	0.6375	713.9500	1370	1359	1410	1281	102.9197	94.2605	8.6592	212	229	523	507	0.2949	0.6955	-8.9400	0.0203	-0.0580
739	Greene, Donte	SAC	315.5833	621	631	618	655	99.5169	103.8035	-4.2866	112	131	226	241	0.3173	0.6331	1129.4167	2207	2203	2175	2394	98.5501	108.6700	-10.1199	466	379	733	834	0.3585	0.6592	5.8333	-0.0412	-0.0261
741	Thompson, Jason	SAC	696.0333	1367	1365	1324	1453	96.8544	106.4469	-9.5925	289	228	467	526	0.3546	0.6719	748.9667	1461	1469	1469	1596	100.5476	108.6453	-8.0978	289	282	492	549	0.3449	0.6357	-1.4947	0.0097	0.0362
746	Randolph, Anthony	MIN	218.7833	431	436	426	441	98.8399	101.1468	-2.3069	75	83	156	163	0.3151	0.6527	1221.2167	2398	2396	2464	2413	102.7523	100.7095	2.0428	450	408	895	843	0.3480	0.6869	-4.3497	-0.0329	-0.0342
748	Koufos, Kosta	DEN	359.0000	706	702	744	754	105.3824	107.4074	-2.0250	128	111	239	230	0.3575	0.6829	1101.0000	2207	2210	2338	2234	105.9357	101.0860	4.8497	353	349	807	777	0.3124	0.6981	-6.8747	0.0451	-0.0152
752	Walker, Bill	NYK	595.3000	1171	1188	1146	1153	97.8651	97.0539	0.8112	176	182	410	450	0.2812	0.6926	854.7000	1666	1657	1705	1666	102.3409	100.5432	1.7978	321	296	584	579	0.3567	0.6636	-0.9866	-0.0755	0.0290
754	Augustin, D.J.	CHA	603.2000	1180	1175	1170	1273	99.1525	108.3404	-9.1879	201	213	431	432	0.3175	0.6693	793.8000	1486	1488	1350	1646	90.8479	110.6183	-19.7704	263	262	513	598	0.3055	0.6619	10.5825	0.0120	0.0074
755	Rose, Derrick	CHI	769.9833	1460	1449	1583	1418	108.4247	97.8606	10.5641	286	265	581	487	0.3700	0.6868	718.0167	1340	1353	1406	1306	104.9254	96.5262	8.3991	295	247	506	478	0.3816	0.6720	2.1650	-0.0116	0.0148
756	Hickson, J.J.	SAC	589.8833	1146	1140	1112	1247	97.0332	109.3860	-12.3528	193	224	387	446	0.3020	0.6334	855.1167	1682	1694	1681	1802	99.9405	106.3754	-6.4349	385	286	572	629	0.3797	0.6667	-5.9179	-0.0777	-0.0333
762	Hibbert, Roy	IND	877.1500	1681	1683	1731	1714	102.9744	101.8419	1.1325	277	330	636	622	0.3081	0.6584	519.5167	981	982	984	970	100.3058	98.7780	1.5278	224	186	337	360	0.3836	0.6444	-0.3953	-0.0755	0.0140
763	Rush, Brandon	GSW	684.0500	1334	1332	1451	1419	108.7706	106.5315	2.2391	201	282	441	473	0.2982	0.6100	669.9500	1300	1304	1315	1401	101.1538	107.4387	-6.2848	213	244	444	483	0.3060	0.6453	8.5239	-0.0078	-0.0353
764	Gordon, Eric	NOH	78.3667	147	144	153	144	104.0816	100.0000	4.0816	28	26	53	53	0.3457	0.6709	1318.6333	2431	2432	2394	2536	98.4780	104.2763	-5.7983	433	407	874	871	0.3321	0.6823	9.8799	0.0136	-0.0114
765	Jordan, DeAndre	LAC	844.8833	1580	1583	1738	1603	110.0000	101.2634	8.7366	307	300	611	567	0.3513	0.6707	562.1167	1058	1054	1097	1151	103.6862	109.2030	-5.5168	241	187	352	371	0.3938	0.6531	14.2534	-0.0425	0.0176
769	Gasol, Marc	MEM	1213.6500	2318	2307	2407	2274	103.8395	98.5696	5.2699	441	422	810	795	0.3568	0.6575	327.3500	631	642	588	687	93.1854	107.0093	-13.8239	139	98	216	236	0.3707	0.6879	19.0938	-0.0139	-0.0304
770	Haddadi, Hamed	MEM	76.0833	152	151	145	135	95.3947	89.4040	5.9908	30	30	62	54	0.3571	0.6739	1464.9167	2797	2798	2850	2826	101.8949	101.0007	0.8942	550	490	964	977	0.3602	0.6630	5.0966	-0.0031	0.0109
771	Mayo, O.J.	MEM	829.1333	1609	1596	1621	1636	100.7458	102.5063	-1.7605	326	295	554	572	0.3630	0.6525	711.8667	1340	1353	1374	1325	102.5373	97.9305	4.6068	254	225	472	459	0.3562	0.6772	-6.3673	0.0068	-0.0247
772	Beasley, Michael	MIN	518.6667	1027	1023	1031	1011	100.3895	98.8270	1.5625	192	163	397	379	0.3363	0.7089	921.3333	1802	1809	1859	1843	103.1632	101.8795	1.2837	333	328	654	627	0.3469	0.6660	0.2788	-0.0106	0.0429
773	Chalmers, Mario	MIA	817.5833	1601	1587	1777	1550	110.9931	97.6686	13.3246	241	248	607	524	0.3150	0.7099	647.4167	1239	1261	1337	1295	107.9096	102.6963	5.2133	209	264	454	404	0.3409	0.6323	8.1113	-0.0259	0.0776
777	Mbah a Moute, Luc	MIL	377.8833	723	728	713	741	98.6169	101.7857	-3.1688	117	140	270	277	0.2970	0.6585	1019.1167	1983	1965	2029	2066	102.3197	105.1399	-2.8202	366	368	656	737	0.3318	0.6406	-0.3486	-0.0348	0.0179
778	Love, Kevin	MIN	1110.8667	2187	2184	2285	2224	104.4810	101.8315	2.6495	423	345	814	760	0.3576	0.7023	329.1333	642	648	605	630	94.2368	97.2222	-2.9855	102	146	237	246	0.2931	0.6188	5.6350	0.0645	0.0835
779	Anderson, Ryan	ORL	939.2833	1766	1743	1957	1741	110.8154	99.8853	10.9301	371	290	660	634	0.3692	0.6947	563.5000	1034	1056	944	1084	91.2959	102.6515	-11.3556	169	169	423	412	0.2909	0.7145	22.2857	0.0783	-0.0198
784	Gallinari, Danilo	DEN	791.7500	1571	1565	1684	1582	107.1929	101.0863	6.1066	245	233	598	549	0.3086	0.7196	668.2500	1342	1347	1398	1406	104.1729	104.3801	-0.2072	236	227	448	458	0.3401	0.6637	6.3138	-0.0315	0.0559
786	Westbrook, Russell	OKC	1000.8167	1985	1970	2158	2019	108.7154	102.4873	6.2281	335	352	740	623	0.3497	0.6777	396.1833	744	769	805	779	108.1989	101.3004	6.8985	103	157	287	260	0.2837	0.6464	-0.6704	0.0660	0.0313
787	White, D.J.	CHA	472.1000	917	909	864	976	94.2203	107.3707	-13.1505	150	146	305	348	0.3012	0.6763	924.9000	1749	1754	1656	1943	94.6827	110.7754	-16.0927	314	329	639	682	0.3153	0.6601	2.9422	-0.0141	0.0162
788	Lee, Courtney	HOU	583.2833	1115	1118	1166	1144	104.5740	102.3256	2.2484	194	191	374	391	0.3316	0.6619	919.7167	1796	1787	1859	1852	103.5078	103.6374	-0.1296	326	318	648	626	0.3424	0.6708	2.3780	-0.0108	-0.0089
789	Speights, Marreese	MEM	593.8167	1107	1114	1139	1149	102.8907	103.1418	-0.2511	215	177	376	389	0.3560	0.6799	947.1833	1842	1835	1856	1812	100.7600	98.7466	2.0134	365	343	650	642	0.3625	0.6546	-2.2645	-0.0065	0.0253
790	Dragic, Goran	HOU	615.7833	1171	1170	1217	1224	103.9283	104.6154	-0.6871	207	212	392	420	0.3301	0.6490	887.2167	1740	1735	1808	1772	103.9080	102.1326	1.7755	313	297	630	597	0.3440	0.6796	-2.4626	-0.0139	-0.0306
791	Lopez, Robin	PHX	343.4500	642	643	637	674	99.2212	104.8212	-5.6000	136	122	225	239	0.3627	0.6484	1096.5500	2132	2139	2183	2250	102.3921	105.1893	-2.7972	296	357	768	789	0.2728	0.6827	-2.8028	0.0899	-0.0343
793	Hill, George	IND	444.3333	826	845	795	836	96.2470	98.9349	-2.6879	179	186	293	309	0.3668	0.6117	952.3333	1836	1820	1920	1848	104.5752	101.5385	3.0367	322	330	680	673	0.3236	0.6733	-5.7246	0.0432	-0.0616
794	Tolliver, Anthony	MIN	423.2667	821	828	873	821	106.3337	99.1546	7.1792	146	172	312	283	0.3403	0.6446	1016.7333	2008	2004	2017	2033	100.4482	101.4471	-0.9989	379	319	739	723	0.3439	0.6985	8.1781	-0.0036	-0.0539
798	McGee, JaVale	WAS	869.8500	1693	1686	1594	1845	94.1524	109.4306	-15.2782	314	360	565	661	0.3221	0.6108	575.1500	1135	1123	1154	1157	101.6740	103.0276	-1.3536	200	199	389	393	0.3373	0.6616	-13.9246	-0.0152	-0.0508
800	Morrow, Anthony	NJN	327.9333	613	597	625	670	101.9576	112.2278	-10.2702	105	119	216	213	0.3302	0.6448	344.0667	608	618	647	686	106.4145	111.0032	-4.5888	142	144	215	225	0.3869	0.5989	-5.6814	-0.0567	0.0459
803	Johnson, Trey	NOH	61.3167	115	112	106	110	92.1739	98.2143	-6.0404	23	15	47	38	0.3770	0.7581	1335.6833	2463	2464	2441	2570	99.1068	104.3019	-5.1952	438	418	880	886	0.3308	0.6780	-0.8452	0.0462	0.0801
806	Teague, Jeff	ATL	867.2500	1620	1619	1687	1634	104.1358	100.9265	3.2093	285	259	601	628	0.3122	0.6988	458.7500	867	874	866	868	99.8847	99.3135	0.5712	138	153	329	316	0.3040	0.6826	2.6381	0.0082	0.0162
808	Brown, Derrick	CHA	575.0833	1079	1075	1011	1209	93.6979	112.4651	-18.7672	199	207	348	412	0.3257	0.6270	821.9167	1587	1588	1509	1710	95.0851	107.6826	-12.5976	265	268	596	618	0.3001	0.6898	-6.1696	0.0256	-0.0628
809	Henderson, Gerald	CHA	674.7833	1315	1313	1243	1439	94.5247	109.5963	-15.0716	207	210	475	505	0.2907	0.6934	722.2167	1351	1350	1277	1480	94.5226	109.6296	-15.1071	257	265	469	525	0.3286	0.6390	0.0355	-0.0379	0.0544
811	Gibson, Taj	CHI	550.9833	1021	1039	1088	930	106.5622	89.5091	17.0531	242	211	409	353	0.4067	0.6597	937.0167	1779	1763	1901	1794	106.8578	101.7584	5.0994	339	301	678	612	0.3565	0.6925	11.9537	0.0502	-0.0328
812	Johnson, James	TOR	645.7500	1226	1231	1207	1257	98.4502	102.1121	-3.6619	199	222	433	453	0.3052	0.6611	665.2500	1232	1228	1195	1295	96.9968	105.4560	-8.4593	200	245	446	470	0.2985	0.6454	4.7974	0.0067	0.0157
813	Green, Danny	SAS	681.2833	1306	1301	1420	1303	108.7289	100.1537	8.5752	215	207	499	478	0.3102	0.7068	778.5000	1475	1478	1536	1520	104.1356	102.8417	1.2939	248	229	536	545	0.3127	0.7007	7.2813	-0.0025	0.0061
814	Beaubois, Rodrigue	DAL	413.0500	809	809	829	785	102.4722	97.0334	5.4388	132	156	313	295	0.3091	0.6674	1041.9500	1978	1975	2009	1943	101.5672	98.3797	3.1875	324	340	752	756	0.3000	0.6886	2.2513	0.0091	-0.0212
816	Lawson, Ty	DEN	956.7833	1924	1911	2022	1949	105.0936	101.9885	3.1051	302	283	683	696	0.3026	0.7070	503.2167	989	1001	1060	1039	107.1790	103.7962	3.3828	179	177	363	311	0.3653	0.6722	-0.2777	-0.0627	0.0348
818	Daye, Austin	DET	354.1000	677	675	607	687	89.6603	101.7778	-12.1175	125	94	244	253	0.3307	0.7219	1042.9000	1920	1919	1924	2100	100.2083	109.4320	-9.2237	362	311	624	685	0.3457	0.6674	-2.8938	-0.0150	0.0545
819	Jerebko, Jonas	DET	707.6167	1313	1323	1280	1452	97.4867	109.7506	-12.2639	236	194	439	461	0.3386	0.6935	689.3833	1284	1271	1251	1335	97.4299	105.0354	-7.6055	251	211	429	477	0.3448	0.6703	-4.6584	-0.0062	0.0232
820	Summers, DaJuan	NOH	195.4667	367	369	361	397	98.3651	107.5881	-9.2230	64	65	119	131	0.3282	0.6467	1201.5333	2211	2207	2186	2283	98.8693	103.4436	-4.5743	397	368	808	793	0.3336	0.6871	-4.6487	-0.0054	-0.0404
821	Curry, Stephen	GSW	629.4333	1240	1231	1325	1309	106.8548	106.3363	0.5185	183	251	415	455	0.2868	0.6231	724.5667	1394	1405	1441	1511	103.3716	107.5445	-4.1729	231	275	470	501	0.3156	0.6309	4.6914	-0.0288	-0.0078
823	Budinger, Chase	HOU	554.6667	1079	1072	1146	1081	106.2095	100.8396	5.3699	184	165	390	374	0.3297	0.7027	948.3333	1832	1833	1879	1915	102.5655	104.4735	-1.9080	336	344	632	643	0.3432	0.6475	7.2779	-0.0135	0.0552
825	Hansbrough, Tyler	IND	661.0167	1230	1235	1218	1261	99.0244	102.1053	-3.0809	257	242	420	462	0.3574	0.6344	735.6500	1432	1430	1497	1423	104.5391	99.5105	5.0286	244	274	553	520	0.3194	0.6687	-8.1095	0.0380	-0.0343
826	Price, A.J.	IND	212.8833	408	403	397	367	97.3039	91.0670	6.2369	81	68	140	162	0.3333	0.6731	1183.7833	2254	2262	2318	2317	102.8394	102.4315	0.4079	420	448	833	820	0.3387	0.6503	5.8290	-0.0054	0.0228
827	Griffin, Blake	LAC	1074.8667	1998	2002	2209	2042	110.5606	101.9980	8.5626	415	376	757	710	0.3689	0.6681	332.1333	640	635	626	712	97.8125	112.1260	-14.3135	133	111	206	228	0.3684	0.6498	22.8761	0.0005	0.0183
831	Carroll, DeMarre	DEN	20.5667	45	47	41	46	91.1111	97.8723	-6.7612	4	7	18	9	0.3077	0.7200	1439.4333	2868	2865	3041	2942	106.0321	102.6876	3.3445	477	453	1028	998	0.3234	0.6941	-10.1057	-0.0157	0.0259
833	Thabeet, Hasheem	HOU	19.6667	39	40	30	45	76.9231	112.5000	-35.5769	10	10	16	11	0.4762	0.6154	1483.3333	2872	2865	2995	2951	104.2827	103.0017	1.2810	510	499	1006	1006	0.3364	0.6684	-36.8579	0.1398	-0.0530
834	Young, Sam	MEM	206.9833	411	412	371	402	90.2676	97.5728	-7.3052	73	72	157	156	0.3188	0.6856	1334.0167	2538	2537	2624	2559	103.3885	100.8672	2.5213	507	448	869	875	0.3669	0.6598	-9.8265	-0.0481	0.0258
835	Ilyasova, Ersan	MIL	698.3667	1359	1345	1408	1434	103.6056	106.6171	-3.0115	279	277	460	504	0.3563	0.6242	698.6333	1347	1348	1334	1373	99.0349	101.8546	-2.8197	204	231	466	510	0.2857	0.6686	-0.1918	0.0706	-0.0444
836	Jennings, Brandon	MIL	1025.8500	1998	1985	2019	2115	101.0511	106.5491	-5.4981	351	378	673	755	0.3174	0.6403	371.1500	708	708	723	692	102.1186	97.7401	4.3785	132	130	253	259	0.3376	0.6606	-9.8766	-0.0202	-0.0203
837	Meeks, Jodie	PHI	766.5833	1455	1449	1507	1395	103.5739	96.2733	7.3006	209	271	571	583	0.2639	0.6781	678.4167	1249	1263	1346	1210	107.7662	95.8036	11.9626	229	217	492	478	0.3239	0.6939	-4.6620	-0.0600	-0.0158
838	Ellington, Wayne	MIN	444.6667	859	855	893	868	103.9581	101.5205	2.4376	159	160	310	302	0.3449	0.6596	995.3333	1970	1977	1997	1986	101.3706	100.4552	0.9153	366	331	741	704	0.3421	0.6912	1.5223	0.0028	-0.0316
