PlayerID	PlayerTrueName	Team	MinOnCourt	PossForOnCourt	PossOppOnCourt	PointsForOnCourt	PointsOppOnCourt	OffRtgOnCourt	DefRtgOnCourt	OverallRtgOnCourt	ORebForOnCourt	ORebOppOnCourt	DRebForOnCourt	DRebOppOnCourt	ORebRateOnCourt	DRebRateOnCourt	MinOffCourt	PossForOffCourt	PossOppOffCourt	PointsForOffCourt	PointsOppOffCourt	OffRtgOffCourt	DefRtgOffCourt	OverallRtgOffCourt	ORebForOffCourt	ORebOppOffCourt	DRebForOffCourt	DRebOppOffCourt	ORebRateOffCourt	DRebRateOffCourt	OverallRtgOnCourtMinusOffCourt	ORebRateOnCourtMinusOffCourt	DRebRateOnCourtMinusOffCourt
176	Wilkins, Damien	DET	426.8333	787	799	772	807	98.0940	101.0013	-2.9072	137	104	297	292	0.3193	0.7406	970.1667	1810	1795	1759	1980	97.1823	110.3064	-13.1241	350	301	571	646	0.3514	0.6548	10.2169	-0.0321	0.0858
180	Radmanovic, Vladimir	ATL	434.3667	805	809	859	798	106.7081	98.6403	8.0678	141	139	309	293	0.3249	0.6897	891.6333	1682	1684	1694	1704	100.7134	101.1876	-0.4742	282	273	621	651	0.3023	0.6946	8.5420	0.0226	-0.0049
181	Wilcox, Chris	BOS	293.5333	552	556	565	550	102.3551	98.9209	3.4342	92	92	194	179	0.3395	0.6783	1055.1333	1939	1938	1936	1911	99.8453	98.6068	1.2385	287	375	715	716	0.2861	0.6560	2.1957	0.0534	0.0223
186	Bryant, Kobe	LAL	1145.7167	2193	2180	2271	2185	103.5568	100.2294	3.3274	397	381	887	771	0.3399	0.6995	304.2833	536	544	522	537	97.3881	98.7132	-1.3252	96	127	218	187	0.3392	0.6319	4.6526	0.0007	0.0676
187	Odom, Lamar	DAL	617.2167	1163	1156	1191	1161	102.4076	100.4325	1.9750	190	217	446	442	0.3006	0.6727	837.7833	1624	1628	1647	1567	101.4163	96.2531	5.1632	266	279	619	609	0.3040	0.6893	-3.1882	-0.0034	-0.0166
189	Brown, Kwame	GSW	187.0500	361	371	350	378	96.9529	101.8868	-4.9339	70	74	132	128	0.3535	0.6408	1166.9500	2273	2265	2416	2442	106.2912	107.8146	-1.5233	344	452	753	828	0.2935	0.6249	-3.4106	0.0600	0.0159
191	Cook, Brian	LAC	118.2667	234	239	227	259	97.0085	108.3682	-11.3597	40	52	81	97	0.2920	0.6090	1288.7333	2404	2398	2608	2495	108.4859	104.0450	4.4408	508	435	882	841	0.3766	0.6697	-15.8005	-0.0846	-0.0607
194	Bynum, Andrew	LAL	902.7833	1693	1676	1733	1663	102.3627	99.2243	3.1383	319	288	700	582	0.3541	0.7085	547.2167	1036	1048	1060	1059	102.3166	101.0496	1.2670	174	220	405	376	0.3164	0.6480	1.8713	0.0377	0.0605
197	Gasol, Pau	LAL	1110.8000	2110	2097	2154	2096	102.0853	99.9523	2.1330	380	392	850	762	0.3327	0.6844	339.2000	619	627	639	626	103.2310	99.8405	3.3905	113	116	255	196	0.3657	0.6873	-1.2575	-0.0330	-0.0029
198	Battier, Shane	MIA	676.1333	1285	1295	1382	1271	107.5486	98.1467	9.4019	217	236	472	445	0.3278	0.6667	788.8667	1555	1553	1732	1574	111.3826	101.3522	10.0304	233	276	589	483	0.3254	0.6809	-0.6285	0.0024	-0.0142
201	Haslem, Udonis	MIA	779.4333	1485	1504	1603	1486	107.9461	98.8032	9.1429	262	275	567	497	0.3452	0.6734	685.5667	1355	1344	1511	1359	111.5129	101.1161	10.3968	188	237	494	431	0.3037	0.6758	-1.2539	0.0415	-0.0024
204	Wade, Dwyane	MIA	708.7167	1408	1403	1562	1400	110.9375	99.7862	11.1513	228	262	552	442	0.3403	0.6781	756.2833	1432	1445	1552	1445	108.3799	100.0000	8.3799	222	250	509	486	0.3136	0.6706	2.7714	0.0267	0.0075
209	Miller, Mike	MIA	370.8500	689	686	799	699	115.9652	101.8950	14.0701	114	135	242	222	0.3393	0.6419	1094.1500	2151	2162	2315	2146	107.6244	99.2599	8.3644	336	377	819	706	0.3225	0.6848	5.7057	0.0168	-0.0429
211	Kapono, Jason	LAL	230.1000	414	414	437	407	105.5556	98.3092	7.2464	71	93	172	138	0.3397	0.6491	1219.9000	2315	2310	2356	2315	101.7711	100.2165	1.5546	422	415	933	820	0.3398	0.6921	5.6918	-0.0001	-0.0430
212	Jones, Dahntay	IND	487.8667	924	924	906	984	98.0519	106.4935	-8.4416	170	180	306	348	0.3282	0.6296	908.8000	1738	1741	1809	1700	104.0852	97.6450	6.4401	331	336	667	634	0.3430	0.6650	-14.8817	-0.0148	-0.0354
214	Wright, Dorell	GSW	777.7167	1518	1523	1578	1661	103.9526	109.0611	-5.1085	238	300	508	549	0.3024	0.6287	576.2833	1116	1113	1188	1159	106.4516	104.1330	2.3186	176	226	377	407	0.3019	0.6252	-7.4271	0.0005	0.0035
215	Barron, Earl	GSW	8.7167	17	17	16	18	94.1176	105.8824	-11.7647	3	6	5	7	0.3000	0.4545	1345.2833	2617	2619	2750	2802	105.0822	106.9874	-1.9052	411	520	880	949	0.3022	0.6286	-9.8595	-0.0022	-0.1741
218	Warrick, Hakim	PHX	324.0500	623	627	606	692	97.2713	110.3668	-13.0956	110	113	205	240	0.3143	0.6447	1115.9500	2151	2155	2214	2232	102.9289	103.5731	-0.6442	322	366	788	788	0.2901	0.6828	-12.4514	0.0242	-0.0381
221	Jefferson, Richard	SAS	891.7000	1708	1706	1753	1711	102.6347	100.2931	2.3416	272	271	634	652	0.2944	0.7006	568.0833	1073	1073	1203	1112	112.1156	103.6347	8.4809	191	165	401	371	0.3399	0.7085	-6.1393	-0.0455	-0.0079
222	Kidd, Jason	DAL	562.1667	1090	1090	1088	1067	99.8165	97.8899	1.9266	187	194	420	421	0.3076	0.6840	892.8333	1697	1694	1750	1661	103.1232	98.0519	5.0712	269	302	645	630	0.2992	0.6811	-3.1446	0.0084	0.0029
223	Collins, Jason	ATL	114.5333	219	224	197	200	89.9543	89.2857	0.6686	28	41	94	93	0.2314	0.6963	1211.4667	2268	2269	2356	2302	103.8801	101.4544	2.4257	395	371	836	851	0.3170	0.6926	-1.7571	-0.0856	0.0037
224	Carter, Vince	DAL	625.8333	1194	1198	1311	1119	109.7990	93.4057	16.3933	165	198	472	437	0.2741	0.7045	829.1667	1593	1586	1527	1609	95.8569	101.4502	-5.5933	291	298	593	614	0.3215	0.6655	21.9866	-0.0474	0.0390
235	Curry, Eddy	MIA	40.0000	77	76	71	102	92.2078	134.2105	-42.0027	11	17	21	24	0.3143	0.5526	1425.0000	2763	2772	3043	2743	110.1339	98.9538	11.1801	439	495	1040	904	0.3269	0.6775	-53.1828	-0.0126	-0.1249
237	Richardson, Quentin	ORL	384.6000	698	709	656	688	93.9828	97.0381	-3.0553	117	114	278	279	0.2955	0.7092	1118.1833	2102	2090	2245	2137	106.8030	102.2488	4.5542	423	345	805	767	0.3555	0.7000	-7.6095	-0.0600	0.0092
239	West, Delonte	DAL	634.3333	1206	1216	1183	1159	98.0929	95.3125	2.7804	192	204	480	465	0.2922	0.7018	820.6667	1581	1568	1655	1569	104.6806	100.0638	4.6168	264	292	585	586	0.3106	0.6670	-1.8364	-0.0184	0.0348
240	Pierce, Paul	BOS	872.8833	1617	1612	1661	1562	102.7211	96.8983	5.8228	263	292	603	577	0.3131	0.6737	475.7833	874	882	840	899	96.1098	101.9274	-5.8176	116	175	306	318	0.2673	0.6362	11.6404	0.0458	0.0375
241	Barnes, Matt	LAL	613.6333	1170	1189	1229	1207	105.0427	101.5139	3.5289	199	211	483	394	0.3356	0.6960	836.3667	1559	1535	1564	1515	100.3207	98.6971	1.6237	294	297	622	564	0.3427	0.6768	1.9052	-0.0071	0.0192
245	Ariza, Trevor	NOH	752.9833	1377	1375	1361	1440	98.8381	104.7273	-5.8892	242	250	493	507	0.3231	0.6635	644.0167	1201	1201	1186	1240	98.7510	103.2473	-4.4963	219	183	434	417	0.3443	0.7034	-1.3929	-0.0212	-0.0399
246	Gomes, Ryan	LAC	406.9833	789	793	789	846	100.0000	106.6835	-6.6835	166	143	277	290	0.3640	0.6595	1000.0167	1849	1844	2046	1908	110.6544	103.4707	7.1837	382	344	686	648	0.3709	0.6660	-13.8672	-0.0069	-0.0065
247	Jefferson, Al	UTA	822.6167	1564	1561	1655	1679	105.8184	107.5593	-1.7408	267	288	540	574	0.3175	0.6522	536.3833	1026	1033	1030	1045	100.3899	101.1617	-0.7718	233	174	372	340	0.4066	0.6813	-0.9690	-0.0891	-0.0291
249	Crawford, Jamal	POR	824.8833	1630	1581	1660	1584	101.8405	100.1898	1.6507	263	291	550	595	0.3065	0.6540	683.1167	1293	1322	1361	1303	105.2591	98.5628	6.6963	210	228	483	479	0.3048	0.6793	-5.0456	0.0017	-0.0253
252	Scalabrine, Brian	CHI	69.4000	132	136	146	144	110.6061	105.8824	4.7237	29	27	45	45	0.3919	0.6250	1418.6000	2668	2666	2843	2580	106.5592	96.7742	9.7850	552	485	1042	920	0.3750	0.6824	-5.0613	0.0169	-0.0574
253	Perkins, Kendrick	OKC	739.1500	1468	1456	1532	1466	104.3597	100.6868	3.6729	239	252	549	479	0.3329	0.6854	657.8500	1261	1283	1431	1332	113.4814	103.8192	9.6622	199	257	478	404	0.3300	0.6503	-5.9893	0.0029	0.0351
254	Robinson, Nate	GSW	438.3000	847	840	918	895	108.3825	106.5476	1.8349	139	174	269	300	0.3166	0.6072	915.7000	1787	1796	1848	1925	103.4135	107.1826	-3.7691	275	352	616	656	0.2954	0.6364	5.6040	0.0212	-0.0292
257	Gooden, Drew	MIL	622.0167	1211	1207	1237	1360	102.1470	112.6761	-10.5291	212	212	403	454	0.3183	0.6553	774.9833	1495	1486	1505	1447	100.6689	97.3755	3.2934	271	296	523	560	0.3261	0.6386	-13.8225	-0.0078	0.0167
260	James, LeBron	MIA	1063.9333	2093	2096	2328	2054	111.2279	97.9962	13.2317	332	339	779	685	0.3265	0.6968	401.0667	747	752	786	791	105.2209	105.1862	0.0347	118	173	282	243	0.3269	0.6198	13.1970	-0.0004	0.0770
261	Hughes, Larry	ORL	113.5833	203	204	160	215	78.8177	105.3922	-26.5744	41	38	75	81	0.3361	0.6637	1389.2000	2597	2595	2741	2610	105.5449	100.5780	4.9668	499	421	1008	965	0.3408	0.7054	-31.5412	-0.0047	-0.0417
265	Pavlovic, Sasha	BOS	157.1333	287	293	268	297	93.3798	101.3652	-7.9854	30	62	94	110	0.2143	0.6026	1191.5333	2204	2201	2233	2164	101.3158	98.3189	2.9968	349	405	815	785	0.3078	0.6680	-10.9822	-0.0935	-0.0654
270	Hamilton, Richard	CHI	298.7333	574	570	639	583	111.3240	102.2807	9.0433	117	99	207	178	0.3966	0.6765	1189.2667	2226	2232	2350	2141	105.5705	95.9229	9.6476	464	413	880	787	0.3709	0.6806	-0.6043	0.0257	-0.0041
271	Billups, Chauncey	LAC	606.6167	1144	1140	1251	1170	109.3531	102.6316	6.7216	240	212	424	417	0.3653	0.6667	800.3833	1494	1497	1584	1584	106.0241	105.8116	0.2125	308	275	539	521	0.3715	0.6622	6.5091	-0.0062	0.0045
272	Prince, Tayshaun	DET	897.2500	1665	1658	1644	1852	98.7387	111.7008	-12.9621	326	280	522	589	0.3563	0.6509	499.7500	932	936	887	935	95.1717	99.8932	-4.7215	161	125	346	349	0.3157	0.7346	-8.2406	0.0406	-0.0837
273	Wallace, Ben	DET	427.4667	765	777	711	805	92.9412	103.6036	-10.6624	148	106	271	299	0.3311	0.7188	969.5333	1832	1817	1820	1982	99.3450	109.0809	-9.7359	339	299	597	639	0.3466	0.6663	-0.9265	-0.0155	0.0525
276	Evans, Maurice	WAS	76.8333	156	155	140	179	89.7436	115.4839	-25.7403	23	33	47	54	0.2987	0.5875	1368.1667	2672	2654	2608	2823	97.6048	106.3677	-8.7630	491	526	907	1000	0.3293	0.6329	-16.9773	-0.0306	-0.0454
278	Milicic, Darko	MIN	361.4833	697	698	657	719	94.2611	103.0086	-8.7475	133	116	258	279	0.3228	0.6898	1078.5167	2132	2134	2233	2135	104.7373	100.0469	4.6905	392	375	793	727	0.3503	0.6789	-13.4380	-0.0275	0.0109
279	Delfino, Carlos	MIL	720.8333	1388	1378	1364	1484	98.2709	107.6923	-9.4214	211	250	458	552	0.2765	0.6469	676.1667	1318	1315	1378	1323	104.5524	100.6084	3.9440	272	258	468	462	0.3706	0.6446	-13.3654	-0.0941	0.0023
280	Maxiell, Jason	DET	574.9667	1081	1076	1030	1103	95.2821	102.5093	-7.2271	211	184	379	395	0.3482	0.6732	822.0333	1516	1518	1501	1684	99.0106	110.9354	-11.9249	276	221	489	543	0.3370	0.6887	4.6978	0.0112	-0.0155
281	Williams, Louis	PHI	779.9333	1476	1472	1610	1479	109.0786	100.4755	8.6030	248	261	557	556	0.3085	0.6809	665.0667	1228	1240	1243	1126	101.2215	90.8065	10.4150	190	227	506	505	0.2734	0.6903	-1.8120	0.0351	-0.0094
285	Garnett, Kevin	BOS	837.8667	1541	1538	1590	1494	103.1798	97.1391	6.0406	218	289	573	551	0.2835	0.6647	510.8000	950	956	911	967	95.8947	101.1506	-5.2559	161	178	336	344	0.3188	0.6537	11.2965	-0.0353	0.0110
287	Randolph, Zach	MEM	113.1167	224	222	217	227	96.8750	102.2523	-5.3773	53	43	82	74	0.4173	0.6560	1427.8833	2725	2727	2778	2734	101.9450	100.2567	1.6883	527	477	944	957	0.3551	0.6643	-7.0656	0.0622	-0.0083
289	Telfair, Sebastian	PHX	300.3667	559	571	521	618	93.2021	108.2312	-15.0290	110	92	187	223	0.3303	0.6703	1139.6333	2215	2211	2299	2306	103.7923	104.2967	-0.5044	322	387	806	805	0.2857	0.6756	-14.5246	0.0446	-0.0053
296	Jack, Jarrett	NOH	776.0833	1446	1445	1385	1527	95.7815	105.6747	-9.8933	245	241	520	540	0.3121	0.6833	620.9167	1132	1131	1162	1153	102.6502	101.9452	0.7050	216	192	407	384	0.3600	0.6795	-10.5983	-0.0479	0.0038
298	Carter, Anthony	TOR	180.9833	346	358	302	352	87.2832	98.3240	-11.0408	61	60	126	119	0.3389	0.6774	1130.0167	2112	2101	2100	2200	99.4318	104.7120	-5.2802	338	407	753	804	0.2960	0.6491	-5.7606	0.0429	0.0283
304	Howard, Juwan	MIA	64.9500	132	134	104	142	78.7879	105.9701	-27.1823	19	24	47	47	0.2879	0.6620	1400.0500	2708	2714	3010	2703	111.1521	99.5947	11.5574	431	488	1014	881	0.3285	0.6751	-38.7397	-0.0406	-0.0131
305	McGrady, Tracy	ATL	401.1167	739	746	756	733	102.3004	98.2574	4.0430	118	140	279	273	0.3018	0.6659	924.8833	1748	1747	1797	1769	102.8032	101.2593	1.5439	305	272	651	671	0.3125	0.7053	2.4991	-0.0107	-0.0394
315	Jeffries, Jared	NYK	428.2833	832	841	793	819	95.3125	97.3841	-2.0716	145	133	288	307	0.3208	0.6841	1021.7167	2005	2004	2058	2000	102.6434	99.8004	2.8430	352	345	706	722	0.3277	0.6717	-4.9146	-0.0069	0.0124
316	Jamison, Antawn	CLE	864.3167	1671	1668	1785	1807	106.8223	108.3333	-1.5111	330	267	567	612	0.3503	0.6799	441.6833	820	836	747	830	91.0976	99.2823	-8.1847	200	162	319	293	0.4057	0.6632	6.6736	-0.0554	0.0167
318	James, Mike	CHI	65.7167	124	125	157	114	126.6129	91.2000	35.4129	28	20	53	37	0.4308	0.7260	1422.2833	2676	2677	2832	2610	105.8296	97.4972	8.3324	553	492	1034	928	0.3734	0.6776	27.0805	0.0574	0.0484
319	Bosh, Chris	MIA	1061.6167	2046	2046	2260	2044	110.4594	99.9022	10.5572	327	372	777	670	0.3280	0.6762	403.3833	794	802	854	801	107.5567	99.8753	7.6814	123	140	284	258	0.3228	0.6698	2.8758	0.0052	0.0064
322	Haywood, Brendan	DAL	640.2500	1205	1219	1245	1192	103.3195	97.7851	5.5344	199	219	473	448	0.3076	0.6835	814.7500	1582	1565	1593	1536	100.6953	98.1470	2.5484	257	277	592	603	0.2988	0.6812	2.9860	0.0088	0.0023
324	Butler, Caron	LAC	891.5000	1661	1656	1850	1705	111.3787	102.9589	8.4198	343	319	627	578	0.3724	0.6628	515.5000	977	981	985	1049	100.8188	106.9317	-6.1129	205	168	336	360	0.3628	0.6667	14.5327	0.0096	-0.0039
327	Villanueva, Charlie	DET	5.5167	11	12	9	13	81.8182	108.3333	-26.5152	3	0	3	2	0.6000	1.0000	1391.4833	2586	2582	2522	2774	97.5251	107.4361	-9.9110	484	405	865	936	0.3408	0.6811	-16.6042	0.2592	0.3189
330	Bonner, Matt	SAS	622.9500	1173	1161	1303	1159	111.0827	99.8277	11.2550	174	172	444	434	0.2862	0.7208	836.8333	1608	1618	1653	1664	102.7985	102.8430	-0.0445	289	264	591	589	0.3292	0.6912	11.2995	-0.0430	0.0296
331	Calderon, Jose	TOR	933.8667	1731	1720	1715	1839	99.0757	106.9186	-7.8429	274	329	614	677	0.2881	0.6511	377.1333	727	739	687	713	94.4979	96.4817	-1.9838	125	138	265	246	0.3369	0.6576	-5.8591	-0.0488	-0.0065
344	Udrih, Beno	MIL	381.1000	739	741	789	748	106.7659	100.9447	5.8212	130	135	256	262	0.3316	0.6547	1015.9000	1967	1952	1953	2059	99.2883	105.4816	-6.1933	353	373	670	752	0.3195	0.6424	12.0145	0.0121	0.0123
354	Outlaw, Travis	SAC	212.3167	415	412	437	486	105.3012	117.9612	-12.6600	92	79	118	153	0.3755	0.5990	1232.6833	2413	2422	2356	2563	97.6378	105.8216	-8.1838	486	431	841	922	0.3452	0.6612	-4.4762	0.0303	-0.0622
355	Blake, Steve	LAL	433.8500	830	835	838	809	100.9639	96.8862	4.0776	155	163	335	285	0.3523	0.6727	1016.1500	1899	1889	1955	1913	102.9489	101.2705	1.6784	338	345	770	673	0.3343	0.6906	2.3992	0.0180	-0.0179
356	Webster, Martell	MIN	188.1833	373	373	412	375	110.4558	100.5362	9.9196	80	72	146	111	0.4188	0.6697	1251.8167	2456	2459	2478	2479	100.8958	100.8133	0.0824	445	419	905	895	0.3321	0.6835	9.8372	0.0867	-0.0138
357	Watson, Earl	UTA	593.4333	1127	1121	1140	1119	101.1535	99.8216	1.3319	252	193	409	378	0.4000	0.6794	765.5667	1463	1473	1545	1605	105.6049	108.9613	-3.3564	248	269	503	536	0.3163	0.6516	4.6883	0.0837	0.0278
362	Frye, Channing	PHX	714.1167	1371	1365	1472	1454	107.3669	106.5201	0.8467	176	243	505	471	0.2720	0.6751	725.8833	1403	1417	1348	1470	96.0798	103.7403	-7.6605	256	236	488	557	0.3149	0.6740	8.5072	-0.0429	0.0011
377	Lee, David	GSW	999.6333	1950	1947	2062	2120	105.7436	108.8855	-3.1419	304	386	651	702	0.3022	0.6278	354.3667	684	689	704	700	102.9240	101.5965	1.3275	110	140	234	254	0.3022	0.6257	-4.4694	0.0000	0.0021
389	Pargo, Jannero	ATL	257.8333	479	484	477	458	99.5825	94.6281	4.9544	77	89	184	171	0.3105	0.6740	1068.1667	2008	2009	2076	2044	103.3865	101.7422	1.6443	346	323	746	773	0.3092	0.6978	3.3101	0.0013	-0.0238
390	Maggette, Corey	CHA	310.1833	613	610	592	669	96.5742	109.6721	-13.0979	98	102	226	238	0.2917	0.6890	1086.8167	2053	2053	1928	2250	93.9113	109.5957	-15.6844	366	373	718	792	0.3161	0.6581	2.5865	-0.0244	0.0309
413	Blatche, Andray	WAS	484.6333	955	947	927	1004	97.0681	106.0190	-8.9509	162	151	316	385	0.2962	0.6767	960.3667	1873	1862	1821	1998	97.2237	107.3040	-10.0803	352	408	638	669	0.3448	0.6099	1.1294	-0.0486	0.0668
417	Ellis, Monta	GSW	1008.0667	1977	1979	2084	2141	105.4122	108.1860	-2.7737	308	393	661	719	0.2999	0.6271	345.9333	657	657	682	679	103.8052	103.3486	0.4566	106	133	224	237	0.3090	0.6275	-3.2303	-0.0091	-0.0004
419	Dooling, Keyon	BOS	206.6833	372	366	362	404	97.3118	110.3825	-13.0707	50	80	115	137	0.2674	0.5897	1141.9833	2119	2128	2139	2057	100.9438	96.6635	4.2803	329	387	794	758	0.3027	0.6723	-17.3510	-0.0353	-0.0826
426	Miles, C.J.	UTA	520.9167	1014	1002	997	1032	98.3235	102.9940	-4.6705	202	183	356	350	0.3659	0.6605	838.0833	1576	1592	1688	1692	107.1066	106.2814	0.8252	298	279	556	564	0.3457	0.6659	-5.4957	0.0202	-0.0054
453	Diogu, Ike	SAS	14.2000	27	26	39	28	144.4444	107.6923	36.7521	4	3	10	8	0.3333	0.7692	1445.5833	2754	2753	2917	2795	105.9187	101.5256	4.3931	459	433	1025	1015	0.3114	0.7030	32.3590	0.0219	0.0662
454	Wafer, Von	ORL	224.8667	424	420	443	436	104.4811	103.8095	0.6716	59	65	161	159	0.2706	0.7124	1277.9167	2376	2379	2458	2389	103.4512	100.4203	3.0308	481	394	922	887	0.3516	0.7006	-2.3592	-0.0810	0.0118
458	Dalembert, Samuel	HOU	724.1833	1395	1392	1457	1413	104.4444	101.5086	2.9358	278	255	494	461	0.3762	0.6595	778.8167	1516	1513	1568	1583	103.4301	104.6266	-1.1965	242	254	528	556	0.3033	0.6752	4.1323	0.0729	-0.0157
459	Walton, Luke	LAL	54.5833	102	101	101	80	99.0196	79.2079	19.8117	20	22	48	31	0.3922	0.6857	1395.4167	2627	2623	2692	2642	102.4743	100.7244	1.7499	473	486	1057	927	0.3379	0.6850	18.0618	0.0543	0.0007
468	Foster, Jeff	IND	111.1667	212	207	213	179	100.4717	86.4734	13.9983	46	32	81	69	0.4000	0.7168	1285.5000	2450	2458	2502	2505	102.1224	101.9121	0.2103	455	484	892	913	0.3326	0.6483	13.7880	0.0674	0.0685
483	Livingston, Shaun	MIL	666.9667	1275	1278	1293	1337	101.4118	104.6166	-3.2048	216	243	434	485	0.3081	0.6411	730.0333	1431	1415	1449	1470	101.2579	103.8869	-2.6291	267	265	492	529	0.3354	0.6499	-0.5757	-0.0273	-0.0088
484	Cardinal, Brian	DAL	164.0333	320	327	303	333	94.6875	101.8349	-7.1474	57	67	116	129	0.3065	0.6339	1290.9667	2467	2457	2535	2395	102.7564	97.4766	5.2798	399	429	949	922	0.3020	0.6887	-12.4272	0.0045	-0.0548
486	Hill, Grant	PHX	759.8667	1472	1468	1552	1530	105.4348	104.2234	1.2113	192	259	556	532	0.2652	0.6822	680.1333	1302	1314	1268	1394	97.3886	106.0883	-8.6996	240	220	437	496	0.3261	0.6651	9.9109	-0.0609	0.0171
492	Stackhouse, Jerry	ATL	59.9333	120	118	125	97	104.1667	82.2034	21.9633	18	26	51	41	0.3051	0.6623	1266.0667	2367	2375	2428	2405	102.5771	101.2632	1.3139	405	386	879	903	0.3096	0.6949	20.6494	-0.0045	-0.0326
498	Lucas, John	CHI	282.5833	513	523	533	491	103.8986	93.8815	10.0172	117	91	207	187	0.3849	0.6946	1205.4167	2287	2279	2456	2233	107.3896	97.9816	9.4080	464	421	880	778	0.3736	0.6764	0.6092	0.0113	0.0182
501	Allen, Tony	MEM	761.6500	1441	1454	1532	1440	106.3151	99.0371	7.2779	288	261	499	473	0.3784	0.6566	779.3500	1508	1495	1463	1521	97.0159	101.7391	-4.7232	292	259	527	558	0.3435	0.6705	12.0011	0.0349	-0.0139
505	Varejao, Anderson	CLE	751.2667	1448	1449	1523	1545	105.1796	106.6253	-1.4457	295	237	507	518	0.3629	0.6815	554.7333	1043	1055	1009	1092	96.7402	103.5071	-6.7669	235	192	379	387	0.3778	0.6637	5.3212	-0.0149	0.0178
508	Hayes, Chuck	SAC	393.9333	759	765	737	822	97.1014	107.4510	-10.3495	168	154	251	299	0.3597	0.6198	1051.0667	2069	2069	2056	2227	99.3717	107.6365	-8.2649	410	356	708	776	0.3457	0.6654	-2.0846	0.0140	-0.0456
510	Johnson, Amir	TOR	677.0000	1255	1246	1245	1279	99.2032	102.6485	-3.4453	223	256	459	472	0.3209	0.6420	634.0000	1203	1213	1157	1273	96.1762	104.9464	-8.7702	176	211	420	451	0.2807	0.6656	5.3249	0.0402	-0.0236
516	Turiaf, Ronny	WAS	58.2333	114	110	122	107	107.0175	97.2727	9.7448	9	17	38	40	0.1837	0.6909	1386.7667	2714	2699	2626	2895	96.7576	107.2619	-10.5044	505	542	916	1014	0.3325	0.6283	20.2492	-0.1488	0.0626
518	Boozer, Carlos	CHI	935.7000	1772	1755	1879	1772	106.0384	100.9687	5.0697	345	300	677	617	0.3586	0.6929	552.3000	1028	1047	1110	952	107.9767	90.9265	17.0502	236	212	410	348	0.4041	0.6592	-11.9805	-0.0455	0.0337
532	Bynum, Will	DET	141.9667	273	270	247	272	90.4762	100.7407	-10.2646	56	43	91	108	0.3415	0.6791	1255.0333	2324	2324	2284	2515	98.2788	108.2186	-9.9398	431	362	777	830	0.3418	0.6822	-0.3248	-0.0003	-0.0031
537	Stoudemire, Amare	NYK	830.6500	1612	1608	1598	1636	99.1315	101.7413	-2.6098	285	272	559	583	0.3283	0.6727	619.3500	1225	1237	1253	1183	102.2857	95.6346	6.6511	212	206	435	446	0.3222	0.6786	-9.2609	0.0061	-0.0059
541	Green, Willie	ATL	443.3000	826	838	837	873	101.3317	104.1766	-2.8449	143	141	284	309	0.3164	0.6682	882.7000	1661	1655	1716	1629	103.3113	98.4290	4.8823	280	271	646	635	0.3060	0.7045	-7.7272	0.0104	-0.0363
550	Jones, Solomon	LAC	96.1167	185	177	173	224	93.5135	126.5537	-33.0402	49	30	51	63	0.4375	0.6296	1310.8833	2453	2460	2662	2530	108.5202	102.8455	5.6747	499	457	912	875	0.3632	0.6662	-38.7149	0.0743	-0.0366
550	Jones, Solomon	NOH	15.0333	27	25	19	28	70.3704	112.0000	-41.6296	6	9	10	7	0.4615	0.5263	1381.9667	2551	2551	2528	2652	99.0984	103.9592	-4.8608	455	424	917	917	0.3316	0.6838	-36.7688	0.1299	-0.1575
551	Williams, Shelden	NJN	301.1667	533	542	574	627	107.6923	115.6827	-7.9903	120	122	181	188	0.3896	0.5974	370.8333	688	673	698	729	101.4535	108.3210	-6.8675	127	141	250	250	0.3369	0.6394	-1.1228	0.0527	-0.0420
553	Rondo, Rajon	BOS	784.2500	1462	1461	1529	1477	104.5828	101.0951	3.4876	241	269	537	514	0.3192	0.6663	564.4167	1029	1033	972	984	94.4606	95.2565	-0.7959	138	198	372	381	0.2659	0.6526	4.2835	0.0533	0.0137
557	Hollins, Ryan	CLE	135.3167	250	255	234	251	93.6000	98.4314	-4.8314	51	43	101	103	0.3312	0.7014	1170.6833	2241	2249	2298	2386	102.5435	106.0916	-3.5481	479	386	785	802	0.3739	0.6704	-1.2833	-0.0427	0.0310
558	Sefolosha, Thabo	OKC	343.3667	706	705	692	630	98.0170	89.3617	8.6553	80	125	274	226	0.2614	0.6867	1053.6333	2023	2034	2271	2168	112.2590	106.5880	5.6710	358	384	753	657	0.3527	0.6623	2.9843	-0.0913	0.0244
559	Thomas, Tyrus	CHA	534.7833	1003	1006	977	1128	97.4078	112.1272	-14.7195	182	177	359	383	0.3221	0.6698	862.2167	1663	1657	1543	1791	92.7841	108.0869	-15.3028	282	298	585	647	0.3036	0.6625	0.5833	0.0185	0.0073
560	Brown, Shannon	PHX	479.3000	921	930	911	965	98.9142	103.7634	-4.8492	145	172	316	369	0.2821	0.6475	960.7000	1853	1852	1909	1959	103.0221	105.7775	-2.7554	287	307	677	659	0.3034	0.6880	-2.0938	-0.0213	-0.0405
561	Gibson, Daniel	CLE	536.4167	1030	1031	1055	1051	102.4272	101.9399	0.4873	230	190	371	358	0.3912	0.6613	769.5833	1461	1473	1477	1586	101.0951	107.6714	-6.5763	300	239	515	547	0.3542	0.6830	7.0636	0.0370	-0.0217
