League	Year	GameDate	GameID	BoxScoreURL	PlayByPlayURL	HomeNameFull	HomeName3	AwayNameFull	AwayName3	HaveBoxScore	HavePlayByPlay	AnalyzedPlayByPlay
NBA	2011-2012	2012-01-06	20120106ATLCHA	http://www.nba.com/games/20120106/ATLCHA/boxscore.html	http://www.nba.com/games/20120106/ATLCHA/gameinfo.html	Charlotte Bobcats	CHA	Atlanta Hawks	ATL	NULL	2012-01-10 16:01:15	2012-01-10 16:24:00
NBA	2011-2012	2012-01-06	20120106CHIORL	http://www.nba.com/games/20120106/CHIORL/boxscore.html	http://www.nba.com/games/20120106/CHIORL/gameinfo.html	Orlando Magic	ORL	Chicago Bulls	CHI	NULL	2012-01-06 23:30:57	2012-01-06 23:30:57
NBA	2011-2012	2012-01-06	20120106CLEMIN	http://www.nba.com/games/20120106/CLEMIN/boxscore.html	http://www.nba.com/games/20120106/CLEMIN/gameinfo.html	Minnesota Timberwolves	MIN	Cleveland Cavaliers	CLE	NULL	2012-01-06 23:32:11	2012-01-06 23:32:11
NBA	2011-2012	2012-01-06	20120106DENNOH	http://www.nba.com/games/20120106/DENNOH/boxscore.html	http://www.nba.com/games/20120106/DENNOH/gameinfo.html	New Orleans Hornets	NOH	Denver Nuggets	DEN	NULL	2012-01-06 23:40:41	2012-01-06 23:40:41
NBA	2011-2012	2012-01-06	20120106DETPHI	http://www.nba.com/games/20120106/DETPHI/boxscore.html	http://www.nba.com/games/20120106/DETPHI/gameinfo.html	Philadelphia 76ers	PHI	Detroit Pistons	DET	NULL	2012-01-06 23:33:40	2012-01-06 23:33:40
NBA	2011-2012	2012-01-06	20120106GSWLAL	http://www.nba.com/games/20120106/GSWLAL/boxscore.html	http://www.nba.com/games/20120106/GSWLAL/gameinfo.html	Los Angeles Lakers	LAL	Golden State Warriors	GSW	NULL	2012-01-08 08:04:48	2012-01-08 08:04:48
NBA	2011-2012	2012-01-06	20120106HOUOKC	http://www.nba.com/games/20120106/HOUOKC/boxscore.html	http://www.nba.com/games/20120106/HOUOKC/gameinfo.html	Oklahoma City Thunder	OKC	Houston Rockets	HOU	NULL	2012-01-06 23:34:01	2012-01-06 23:34:01
NBA	2011-2012	2012-01-06	20120106INDBOS	http://www.nba.com/games/20120106/INDBOS/boxscore.html	http://www.nba.com/games/20120106/INDBOS/gameinfo.html	Boston Celtics	BOS	Indianapolis Pacers	IND	NULL	2012-01-06 23:34:24	2012-01-06 23:34:24
NBA	2011-2012	2012-01-06	20120106MEMUTA	http://www.nba.com/games/20120106/MEMUTA/boxscore.html	http://www.nba.com/games/20120106/MEMUTA/gameinfo.html	Utah Jazz	UTA	Memphis Grizzlies	MEM	NULL	2012-01-06 23:37:54	2012-01-06 23:37:54
NBA	2011-2012	2012-01-06	20120106NJNTOR	http://www.nba.com/games/20120106/NJNTOR/boxscore.html	http://www.nba.com/games/20120106/NJNTOR/gameinfo.html	Toronto Raptors	TOR	New Jersey Nets	NJN	NULL	2012-01-10 16:01:15	2012-01-10 17:21:45
NBA	2011-2012	2012-01-06	20120106NYKWAS	http://www.nba.com/games/20120106/NYKWAS/boxscore.html	http://www.nba.com/games/20120106/NYKWAS/gameinfo.html	Washington Wizards	WAS	New York Knicks	NYK	NULL	2012-01-06 23:35:10	2012-01-06 23:35:10
NBA	2011-2012	2012-01-06	20120106PORPHX	http://www.nba.com/games/20120106/PORPHX/boxscore.html	http://www.nba.com/games/20120106/PORPHX/gameinfo.html	Phoenix Suns	PHX	Portland Trailblazers	POR	NULL	2012-01-09 11:14:01	2012-01-09 11:14:01
NBA	2011-2012	2012-01-07	20120107CHAIND	http://www.nba.com/games/20120107/CHAIND/boxscore.html	http://www.nba.com/games/20120107/CHAIND/gameinfo.html	Indianapolis Pacers	IND	Charlotte Bobcats	CHA	NULL	2012-01-08 07:39:39	2012-01-08 07:39:39
NBA	2011-2012	2012-01-07	20120107CHIATL	http://www.nba.com/games/20120107/CHIATL/boxscore.html	http://www.nba.com/games/20120107/CHIATL/gameinfo.html	Atlanta Hawks	ATL	Chicago Bulls	CHI	NULL	2012-01-08 07:47:09	2012-01-08 07:47:09
NBA	2011-2012	2012-01-07	20120107DENSAS	http://www.nba.com/games/20120107/DENSAS/boxscore.html	http://www.nba.com/games/20120107/DENSAS/gameinfo.html	San Antonio Spurs	SAS	Denver Nuggets	DEN	NULL	2012-01-08 07:48:20	2012-01-08 07:48:20
NBA	2011-2012	2012-01-07	20120107MIANJN	http://www.nba.com/games/20120107/MIANJN/boxscore.html	http://www.nba.com/games/20120107/MIANJN/gameinfo.html	New Jersey Nets	NJN	Miami Heat	MIA	NULL	NULL	NULL
NBA	2011-2012	2012-01-07	20120107MILLAC	http://www.nba.com/games/20120107/MILLAC/boxscore.html	http://www.nba.com/games/20120107/MILLAC/gameinfo.html	Los Angeles Clippers	LAC	Milwaukee Bucks	MIL	NULL	2012-01-08 07:49:12	2012-01-08 07:49:12
NBA	2011-2012	2012-01-07	20120107NOHDAL	http://www.nba.com/games/20120107/NOHDAL/boxscore.html	http://www.nba.com/games/20120107/NOHDAL/gameinfo.html	Dallas Maverics	DAL	New Orleans Hornets	NOH	NULL	2012-01-08 07:53:14	2012-01-08 07:53:14
NBA	2011-2012	2012-01-07	20120107NYKDET	http://www.nba.com/games/20120107/NYKDET/boxscore.html	http://www.nba.com/games/20120107/NYKDET/gameinfo.html	Detroit Pistons	DET	New York Knicks	NYK	NULL	2012-01-08 07:54:15	2012-01-08 07:54:15
NBA	2011-2012	2012-01-07	20120107OKCHOU	http://www.nba.com/games/20120107/OKCHOU/boxscore.html	http://www.nba.com/games/20120107/OKCHOU/gameinfo.html	Houston Rockets	HOU	Oklahoma City Thunder	OKC	NULL	2012-01-08 07:54:47	2012-01-08 07:54:47
NBA	2011-2012	2012-01-07	20120107TORPHI	http://www.nba.com/games/20120107/TORPHI/boxscore.html	http://www.nba.com/games/20120107/TORPHI/gameinfo.html	Philadelphia 76ers	PHI	Toronto Raptors	TOR	NULL	2012-01-11 11:18:58	2012-01-11 11:25:10
NBA	2011-2012	2012-01-07	20120107UTAGSW	http://www.nba.com/games/20120107/UTAGSW/boxscore.html	http://www.nba.com/games/20120107/UTAGSW/gameinfo.html	Golden State Warriors	GSW	Utah Jazz	UTA	NULL	2012-01-08 07:59:33	2012-01-08 07:59:33
NBA	2011-2012	2012-01-08	20120108CLEPOR	http://www.nba.com/games/20120108/CLEPOR/boxscore.html	http://www.nba.com/games/20120108/CLEPOR/gameinfo.html	Portland Trailblazers	POR	Cleveland Cavaliers	CLE	NULL	2012-01-09 11:22:11	2012-01-09 11:22:11
NBA	2011-2012	2012-01-08	20120108MEMLAL	http://www.nba.com/games/20120108/MEMLAL/boxscore.html	http://www.nba.com/games/20120108/MEMLAL/gameinfo.html	Los Angeles Lakers	LAL	Memphis Grizzlies	MEM	NULL	2012-01-09 11:19:19	2012-01-09 11:19:19
NBA	2011-2012	2012-01-08	20120108MILPHX	http://www.nba.com/games/20120108/MILPHX/boxscore.html	http://www.nba.com/games/20120108/MILPHX/gameinfo.html	Phoenix Suns	PHX	Milwaukee Bucks	MIL	NULL	2012-01-09 11:19:38	2012-01-09 11:19:38
NBA	2011-2012	2012-01-08	20120108MINWAS	http://www.nba.com/games/20120108/MINWAS/boxscore.html	http://www.nba.com/games/20120108/MINWAS/gameinfo.html	Washington Wizards	WAS	Minnesota Timberwolves	MIN	NULL	2012-01-09 11:19:54	2012-01-09 11:19:54
NBA	2011-2012	2012-01-08	20120108ORLSAC	http://www.nba.com/games/20120108/ORLSAC/boxscore.html	http://www.nba.com/games/20120108/ORLSAC/gameinfo.html	Sacramento Kings	SAC	Orlando Magic	ORL	NULL	2012-01-09 11:20:28	2012-01-09 11:20:28
NBA	2011-2012	2012-01-08	20120108SASOKC	http://www.nba.com/games/20120108/SASOKC/boxscore.html	http://www.nba.com/games/20120108/SASOKC/gameinfo.html	Oklahoma City Thunder	OKC	San Antonio Spurs	SAS	NULL	2012-01-09 11:20:58	2012-01-09 11:20:58
NBA	2011-2012	2012-01-09	20120109ATLNJN	http://www.nba.com/games/20120109/ATLNJN/boxscore.html	http://www.nba.com/games/20120109/ATLNJN/gameinfo.html	New Jersey Nets	NJN	Atlanta Hawks	ATL	NULL	2012-01-26 23:58:36	NULL
NBA	2011-2012	2012-01-09	20120109CHANYK	http://www.nba.com/games/20120109/CHANYK/boxscore.html	http://www.nba.com/games/20120109/CHANYK/gameinfo.html	New York Knicks	NYK	Charlotte Bobcats	CHA	NULL	2012-01-09 22:51:12	2012-01-09 22:53:06
NBA	2011-2012	2012-01-09	20120109DETCHI	http://www.nba.com/games/20120109/DETCHI/boxscore.html	http://www.nba.com/games/20120109/DETCHI/gameinfo.html	Chicago Bulls	CHI	Detroit Pistons	DET	NULL	2012-01-09 22:51:13	2012-01-09 22:53:49
NBA	2011-2012	2012-01-09	20120109INDPHI	http://www.nba.com/games/20120109/INDPHI/boxscore.html	http://www.nba.com/games/20120109/INDPHI/gameinfo.html	Philadelphia 76ers	PHI	Indianapolis Pacers	IND	NULL	2012-01-09 22:51:15	2012-01-09 22:54:28
NBA	2011-2012	2012-01-09	20120109MINTOR	http://www.nba.com/games/20120109/MINTOR/boxscore.html	http://www.nba.com/games/20120109/MINTOR/gameinfo.html	Toronto Raptors	TOR	Minnesota Timberwolves	MIN	NULL	2012-01-11 11:26:03	2012-01-11 11:38:27
NBA	2011-2012	2012-01-09	20120109NOHDEN	http://www.nba.com/games/20120109/NOHDEN/boxscore.html	http://www.nba.com/games/20120109/NOHDEN/gameinfo.html	Denver Nuggets	DEN	New Orleans Hornets	NOH	NULL	2012-01-11 11:26:04	2012-01-11 11:40:17
NBA	2011-2012	2012-01-10	20120110CHIMIN	http://www.nba.com/games/20120110/CHIMIN/boxscore.html	http://www.nba.com/games/20120110/CHIMIN/gameinfo.html	Minnesota Timberwolves	MIN	Chicago Bulls	CHI	NULL	2012-01-11 10:49:34	2012-01-11 11:02:15
NBA	2011-2012	2012-01-10	20120110CLEUTA	http://www.nba.com/games/20120110/CLEUTA/boxscore.html	http://www.nba.com/games/20120110/CLEUTA/gameinfo.html	Utah Jazz	UTA	Cleveland Cavaliers	CLE	NULL	2012-01-11 10:49:36	2012-01-11 11:02:56
NBA	2011-2012	2012-01-10	20120110DALDET	http://www.nba.com/games/20120110/DALDET/boxscore.html	http://www.nba.com/games/20120110/DALDET/gameinfo.html	Detroit Pistons	DET	Dallas Maverics	DAL	NULL	2012-01-11 10:49:40	2012-01-11 11:05:31
NBA	2011-2012	2012-01-10	20120110HOUCHA	http://www.nba.com/games/20120110/HOUCHA/boxscore.html	http://www.nba.com/games/20120110/HOUCHA/gameinfo.html	Charlotte Bobcats	CHA	Houston Rockets	HOU	NULL	2012-01-11 10:49:40	2012-01-11 11:06:00
NBA	2011-2012	2012-01-10	20120110LACPOR	http://www.nba.com/games/20120110/LACPOR/boxscore.html	http://www.nba.com/games/20120110/LACPOR/gameinfo.html	Portland Trailblazers	POR	Los Angeles Clippers	LAC	NULL	2012-01-11 10:49:41	2012-01-11 11:07:29
NBA	2011-2012	2012-01-10	20120110MIAGSW	http://www.nba.com/games/20120110/MIAGSW/boxscore.html	http://www.nba.com/games/20120110/MIAGSW/gameinfo.html	Golden State Warriors	GSW	Miami Heat	MIA	NULL	2012-01-11 10:49:43	2012-01-11 11:10:44
NBA	2011-2012	2012-01-10	20120110OKCMEM	http://www.nba.com/games/20120110/OKCMEM/boxscore.html	http://www.nba.com/games/20120110/OKCMEM/gameinfo.html	Memphis Grizzlies	MEM	Oklahoma City Thunder	OKC	NULL	2012-01-11 10:49:45	2012-01-11 11:12:53
NBA	2011-2012	2012-01-10	20120110PHXLAL	http://www.nba.com/games/20120110/PHXLAL/boxscore.html	http://www.nba.com/games/20120110/PHXLAL/gameinfo.html	Los Angeles Lakers	LAL	Phoenix Suns	PHX	NULL	2012-01-11 10:49:47	2012-01-11 11:13:01
NBA	2011-2012	2012-01-10	20120110SACPHI	http://www.nba.com/games/20120110/SACPHI/boxscore.html	http://www.nba.com/games/20120110/SACPHI/gameinfo.html	Philadelphia 76ers	PHI	Sacramento Kings	SAC	NULL	2012-01-11 10:49:49	2012-01-11 11:13:31
NBA	2011-2012	2012-01-10	20120110SASMIL	http://www.nba.com/games/20120110/SASMIL/boxscore.html	http://www.nba.com/games/20120110/SASMIL/gameinfo.html	Milwaukee Bucks	MIL	San Antonio Spurs	SAS	NULL	2012-01-11 10:49:50	2012-01-11 11:13:32
NBA	2011-2012	2012-01-10	20120110TORWAS	http://www.nba.com/games/20120110/TORWAS/boxscore.html	http://www.nba.com/games/20120110/TORWAS/gameinfo.html	Washington Wizards	WAS	Toronto Raptors	TOR	NULL	2012-01-11 10:49:52	2012-01-11 11:17:50
NBA	2011-2012	2012-01-11	20120111ATLIND	http://www.nba.com/games/20120111/ATLIND/boxscore.html	http://www.nba.com/games/20120111/ATLIND/gameinfo.html	Indianapolis Pacers	IND	Atlanta Hawks	ATL	NULL	2012-01-12 11:09:07	2012-01-12 11:13:51
NBA	2011-2012	2012-01-11	20120111DALBOS	http://www.nba.com/games/20120111/DALBOS/boxscore.html	http://www.nba.com/games/20120111/DALBOS/gameinfo.html	Boston Celtics	BOS	Dallas Maverics	DAL	NULL	2012-01-12 11:09:08	2012-01-12 11:15:02
NBA	2011-2012	2012-01-11	20120111HOUSAS	http://www.nba.com/games/20120111/HOUSAS/boxscore.html	http://www.nba.com/games/20120111/HOUSAS/gameinfo.html	San Antonio Spurs	SAS	Houston Rockets	HOU	NULL	2012-01-12 11:09:10	2012-01-12 11:15:18
NBA	2011-2012	2012-01-11	20120111LALUTA	http://www.nba.com/games/20120111/LALUTA/boxscore.html	http://www.nba.com/games/20120111/LALUTA/gameinfo.html	Utah Jazz	UTA	Los Angeles Lakers	LAL	NULL	2012-01-12 11:09:10	2012-01-12 11:15:19
NBA	2011-2012	2012-01-11	20120111MIALAC	http://www.nba.com/games/20120111/MIALAC/boxscore.html	http://www.nba.com/games/20120111/MIALAC/gameinfo.html	Los Angeles Clippers	LAC	Miami Heat	MIA	NULL	2012-01-12 11:09:11	2012-01-12 11:15:27
NBA	2011-2012	2012-01-11	20120111NJNDEN	http://www.nba.com/games/20120111/NJNDEN/boxscore.html	http://www.nba.com/games/20120111/NJNDEN/gameinfo.html	Denver Nuggets	DEN	New Jersey Nets	NJN	NULL	NULL	NULL
NBA	2011-2012	2012-01-11	20120111OKCNOH	http://www.nba.com/games/20120111/OKCNOH/boxscore.html	http://www.nba.com/games/20120111/OKCNOH/gameinfo.html	New Orleans Hornets	NOH	Oklahoma City Thunder	OKC	NULL	2012-01-12 11:09:15	2012-01-12 11:16:26
NBA	2011-2012	2012-01-11	20120111ORLPOR	http://www.nba.com/games/20120111/ORLPOR/boxscore.html	http://www.nba.com/games/20120111/ORLPOR/gameinfo.html	Portland Trailblazers	POR	Orlando Magic	ORL	NULL	2012-01-12 11:09:17	2012-01-12 11:17:56
NBA	2011-2012	2012-01-11	20120111PHINYK	http://www.nba.com/games/20120111/PHINYK/boxscore.html	http://www.nba.com/games/20120111/PHINYK/gameinfo.html	New York Knicks	NYK	Philadelphia 76ers	PHI	NULL	2012-01-12 11:09:19	2012-01-12 11:18:43
NBA	2011-2012	2012-01-11	20120111SACTOR	http://www.nba.com/games/20120111/SACTOR/boxscore.html	http://www.nba.com/games/20120111/SACTOR/gameinfo.html	Toronto Raptors	TOR	Sacramento Kings	SAC	NULL	2012-01-12 11:09:20	2012-01-12 11:24:30
NBA	2011-2012	2012-01-11	20120111WASCHI	http://www.nba.com/games/20120111/WASCHI/boxscore.html	http://www.nba.com/games/20120111/WASCHI/gameinfo.html	Chicago Bulls	CHI	Washington Wizards	WAS	NULL	2012-01-12 11:09:21	2012-01-12 11:31:30
NBA	2011-2012	2012-01-12	20120112CHAATL	http://www.nba.com/games/20120112/CHAATL/boxscore.html	http://www.nba.com/games/20120112/CHAATL/gameinfo.html	Atlanta Hawks	ATL	Charlotte Bobcats	CHA	NULL	2012-01-12 23:11:13	2012-01-12 23:21:00
NBA	2011-2012	2012-01-12	20120112CLEPHX	http://www.nba.com/games/20120112/CLEPHX/boxscore.html	http://www.nba.com/games/20120112/CLEPHX/gameinfo.html	Phoenix Suns	PHX	Cleveland Cavaliers	CLE	NULL	2012-01-12 23:23:04	2012-01-12 23:25:54
NBA	2011-2012	2012-01-12	20120112DETMIL	http://www.nba.com/games/20120112/DETMIL/boxscore.html	http://www.nba.com/games/20120112/DETMIL/gameinfo.html	Milwaukee Bucks	MIL	Detroit Pistons	DET	NULL	2012-01-12 23:11:18	2012-01-12 23:21:34
NBA	2011-2012	2012-01-12	20120112NYKMEM	http://www.nba.com/games/20120112/NYKMEM/boxscore.html	http://www.nba.com/games/20120112/NYKMEM/gameinfo.html	Memphis Grizzlies	MEM	New York Knicks	NYK	NULL	2012-01-12 23:11:20	2012-01-12 23:21:35
NBA	2011-2012	2012-01-12	20120112ORLGSW	http://www.nba.com/games/20120112/ORLGSW/boxscore.html	http://www.nba.com/games/20120112/ORLGSW/gameinfo.html	Golden State Warriors	GSW	Orlando Magic	ORL	NULL	2012-01-16 12:46:00	2012-01-16 12:47:08
NBA	2011-2012	2012-01-13	20120113CHIBOS	http://www.nba.com/games/20120113/CHIBOS/boxscore.html	http://www.nba.com/games/20120113/CHIBOS/gameinfo.html	Boston Celtics	BOS	Chicago Bulls	CHI	NULL	2012-01-14 22:46:05	2012-01-14 22:46:37
NBA	2011-2012	2012-01-13	20120113CLELAL	http://www.nba.com/games/20120113/CLELAL/boxscore.html	http://www.nba.com/games/20120113/CLELAL/gameinfo.html	Los Angeles Lakers	LAL	Cleveland Cavaliers	CLE	NULL	2012-01-14 22:46:08	2012-01-14 22:48:02
NBA	2011-2012	2012-01-13	20120113DETCHA	http://www.nba.com/games/20120113/DETCHA/boxscore.html	http://www.nba.com/games/20120113/DETCHA/gameinfo.html	Charlotte Bobcats	CHA	Detroit Pistons	DET	NULL	2012-01-14 22:46:10	2012-01-14 22:48:47
NBA	2011-2012	2012-01-13	20120113INDTOR	http://www.nba.com/games/20120113/INDTOR/boxscore.html	http://www.nba.com/games/20120113/INDTOR/gameinfo.html	Toronto Raptors	TOR	Indianapolis Pacers	IND	NULL	2012-01-16 12:47:54	2012-01-16 12:52:07
NBA	2011-2012	2012-01-13	20120113MIADEN	http://www.nba.com/games/20120113/MIADEN/boxscore.html	http://www.nba.com/games/20120113/MIADEN/gameinfo.html	Denver Nuggets	DEN	Miami Heat	MIA	NULL	2012-01-14 22:46:16	2012-01-14 22:49:45
NBA	2011-2012	2012-01-13	20120113MILDAL	http://www.nba.com/games/20120113/MILDAL/boxscore.html	http://www.nba.com/games/20120113/MILDAL/gameinfo.html	Dallas Maverics	DAL	Milwaukee Bucks	MIL	NULL	2012-01-14 22:46:18	2012-01-14 22:49:53
NBA	2011-2012	2012-01-13	20120113MINNOH	http://www.nba.com/games/20120113/MINNOH/boxscore.html	http://www.nba.com/games/20120113/MINNOH/gameinfo.html	New Orleans Hornets	NOH	Minnesota Timberwolves	MIN	NULL	2012-01-14 22:46:20	2012-01-14 22:51:37
NBA	2011-2012	2012-01-13	20120113NJNPHX	http://www.nba.com/games/20120113/NJNPHX/boxscore.html	http://www.nba.com/games/20120113/NJNPHX/gameinfo.html	Phoenix Suns	PHX	New Jersey Nets	NJN	NULL	2012-01-26 23:43:19	2012-01-26 23:55:32
NBA	2011-2012	2012-01-13	20120113PORSAS	http://www.nba.com/games/20120113/PORSAS/boxscore.html	http://www.nba.com/games/20120113/PORSAS/gameinfo.html	San Antonio Spurs	SAS	Portland Trailblazers	POR	NULL	2012-01-16 12:47:59	2012-01-16 12:56:22
NBA	2011-2012	2012-01-13	20120113SACHOU	http://www.nba.com/games/20120113/SACHOU/boxscore.html	http://www.nba.com/games/20120113/SACHOU/gameinfo.html	Houston Rockets	HOU	Sacramento Kings	SAC	NULL	2012-01-14 22:46:25	2012-01-14 22:53:45
NBA	2011-2012	2012-01-13	20120113WASPHI	http://www.nba.com/games/20120113/WASPHI/boxscore.html	http://www.nba.com/games/20120113/WASPHI/gameinfo.html	Philadelphia 76ers	PHI	Washington Wizards	WAS	NULL	2012-01-14 22:46:26	2012-01-14 22:53:49
NBA	2011-2012	2012-01-14	20120114BOSIND	http://www.nba.com/games/20120114/BOSIND/boxscore.html	http://www.nba.com/games/20120114/BOSIND/gameinfo.html	Indianapolis Pacers	IND	Boston Celtics	BOS	NULL	2012-01-14 22:54:13	2012-01-14 22:55:03
NBA	2011-2012	2012-01-14	20120114GSWCHA	http://www.nba.com/games/20120114/GSWCHA/boxscore.html	http://www.nba.com/games/20120114/GSWCHA/gameinfo.html	Charlotte Bobcats	CHA	Golden State Warriors	GSW	NULL	2012-01-16 11:59:11	2012-01-16 12:17:06
NBA	2011-2012	2012-01-14	20120114LALLAC	http://www.nba.com/games/20120114/LALLAC/boxscore.html	http://www.nba.com/games/20120114/LALLAC/gameinfo.html	Los Angeles Clippers	LAC	Los Angeles Lakers	LAL	NULL	2012-01-16 12:18:04	2012-01-16 12:27:21
NBA	2011-2012	2012-01-14	20120114MINATL	http://www.nba.com/games/20120114/MINATL/boxscore.html	http://www.nba.com/games/20120114/MINATL/gameinfo.html	Atlanta Hawks	ATL	Minnesota Timberwolves	MIN	NULL	2012-01-16 12:18:05	2012-01-16 12:36:26
NBA	2011-2012	2012-01-14	20120114NJNUTA	http://www.nba.com/games/20120114/NJNUTA/boxscore.html	http://www.nba.com/games/20120114/NJNUTA/gameinfo.html	Utah Jazz	UTA	New Jersey Nets	NJN	NULL	NULL	NULL
NBA	2011-2012	2012-01-14	20120114NOHMEM	http://www.nba.com/games/20120114/NOHMEM/boxscore.html	http://www.nba.com/games/20120114/NOHMEM/gameinfo.html	Memphis Grizzlies	MEM	New Orleans Hornets	NOH	NULL	2012-01-14 22:54:24	2012-01-14 22:58:27
NBA	2011-2012	2012-01-14	20120114NYKOKC	http://www.nba.com/games/20120114/NYKOKC/boxscore.html	http://www.nba.com/games/20120114/NYKOKC/gameinfo.html	Oklahoma City Thunder	OKC	New York Knicks	NYK	NULL	2012-01-14 22:54:26	2012-01-14 23:00:29
NBA	2011-2012	2012-01-14	20120114PHIWAS	http://www.nba.com/games/20120114/PHIWAS/boxscore.html	http://www.nba.com/games/20120114/PHIWAS/gameinfo.html	Washington Wizards	WAS	Philadelphia 76ers	PHI	NULL	2012-01-14 22:54:28	2012-01-14 23:00:30
NBA	2011-2012	2012-01-14	20120114PORHOU	http://www.nba.com/games/20120114/PORHOU/boxscore.html	http://www.nba.com/games/20120114/PORHOU/gameinfo.html	Houston Rockets	HOU	Portland Trailblazers	POR	NULL	2012-01-16 12:18:08	2012-01-16 12:39:37
NBA	2011-2012	2012-01-14	20120114SACDAL	http://www.nba.com/games/20120114/SACDAL/boxscore.html	http://www.nba.com/games/20120114/SACDAL/gameinfo.html	Dallas Maverics	DAL	Sacramento Kings	SAC	NULL	2012-01-16 12:18:09	2012-01-16 12:40:21
NBA	2011-2012	2012-01-14	20120114TORCHI	http://www.nba.com/games/20120114/TORCHI/boxscore.html	http://www.nba.com/games/20120114/TORCHI/gameinfo.html	Chicago Bulls	CHI	Toronto Raptors	TOR	NULL	2012-01-16 12:18:11	2012-01-16 12:44:49
NBA	2011-2012	2012-01-15	20120115GSWDET	http://www.nba.com/games/20120115/GSWDET/boxscore.html	http://www.nba.com/games/20120115/GSWDET/gameinfo.html	Detroit Pistons	DET	Golden State Warriors	GSW	NULL	2012-01-16 11:51:17	2012-01-16 11:54:11
NBA	2011-2012	2012-01-15	20120115PHXSAS	http://www.nba.com/games/20120115/PHXSAS/boxscore.html	http://www.nba.com/games/20120115/PHXSAS/gameinfo.html	San Antonio Spurs	SAS	Phoenix Suns	PHX	NULL	2012-01-16 11:51:18	2012-01-16 11:54:54
NBA	2011-2012	2012-01-15	20120115UTADEN	http://www.nba.com/games/20120115/UTADEN/boxscore.html	http://www.nba.com/games/20120115/UTADEN/gameinfo.html	Denver Nuggets	DEN	Utah Jazz	UTA	NULL	2012-01-16 11:51:20	2012-01-16 11:55:10
NBA	2011-2012	2012-01-16	20120116CHIMEM	http://www.nba.com/games/20120116/CHIMEM/boxscore.html	http://www.nba.com/games/20120116/CHIMEM/gameinfo.html	Memphis Grizzlies	MEM	Chicago Bulls	CHI	NULL	2012-01-16 15:38:00	2012-01-16 15:38:42
NBA	2011-2012	2012-01-16	20120116CLECHA	http://www.nba.com/games/20120116/CLECHA/boxscore.html	http://www.nba.com/games/20120116/CLECHA/gameinfo.html	Charlotte Bobcats	CHA	Cleveland Cavaliers	CLE	NULL	2012-01-16 22:38:11	2012-01-16 22:42:53
NBA	2011-2012	2012-01-16	20120116DALLAL	http://www.nba.com/games/20120116/DALLAL/boxscore.html	http://www.nba.com/games/20120116/DALLAL/gameinfo.html	Los Angeles Lakers	LAL	Dallas Maverics	DAL	NULL	2012-01-17 23:25:28	2012-01-17 23:25:40
NBA	2011-2012	2012-01-16	20120116HOUWAS	http://www.nba.com/games/20120116/HOUWAS/boxscore.html	http://www.nba.com/games/20120116/HOUWAS/gameinfo.html	Washington Wizards	WAS	Houston Rockets	HOU	NULL	2012-01-16 22:38:21	2012-01-16 22:43:47
NBA	2011-2012	2012-01-16	20120116MILPHI	http://www.nba.com/games/20120116/MILPHI/boxscore.html	http://www.nba.com/games/20120116/MILPHI/gameinfo.html	Philadelphia 76ers	PHI	Milwaukee Bucks	MIL	NULL	2012-01-16 22:38:25	2012-01-16 22:43:50
NBA	2011-2012	2012-01-16	20120116NJNLAC	http://www.nba.com/games/20120116/NJNLAC/boxscore.html	http://www.nba.com/games/20120116/NJNLAC/gameinfo.html	Los Angeles Clippers	LAC	New Jersey Nets	NJN	NULL	2012-01-24 12:00:06	2012-01-24 12:06:17
NBA	2011-2012	2012-01-16	20120116OKCBOS	http://www.nba.com/games/20120116/OKCBOS/boxscore.html	http://www.nba.com/games/20120116/OKCBOS/gameinfo.html	Boston Celtics	BOS	Oklahoma City Thunder	OKC	NULL	2012-01-16 22:38:28	2012-01-16 22:44:29
NBA	2011-2012	2012-01-16	20120116ORLNYK	http://www.nba.com/games/20120116/ORLNYK/boxscore.html	http://www.nba.com/games/20120116/ORLNYK/gameinfo.html	New York Knicks	NYK	Orlando Magic	ORL	NULL	2012-01-16 22:38:30	2012-01-16 22:46:20
NBA	2011-2012	2012-01-16	20120116PORNOH	http://www.nba.com/games/20120116/PORNOH/boxscore.html	http://www.nba.com/games/20120116/PORNOH/gameinfo.html	New Orleans Hornets	NOH	Portland Trailblazers	POR	NULL	2012-01-16 22:38:32	2012-01-16 22:49:18
NBA	2011-2012	2012-01-16	20120116SACMIN	http://www.nba.com/games/20120116/SACMIN/boxscore.html	http://www.nba.com/games/20120116/SACMIN/gameinfo.html	Minnesota Timberwolves	MIN	Sacramento Kings	SAC	NULL	2012-01-16 22:38:33	2012-01-16 22:49:43
NBA	2011-2012	2012-01-16	20120116TORATL	http://www.nba.com/games/20120116/TORATL/boxscore.html	http://www.nba.com/games/20120116/TORATL/gameinfo.html	Atlanta Hawks	ATL	Toronto Raptors	TOR	NULL	2012-01-17 23:25:31	2012-01-17 23:35:37
NBA	2011-2012	2012-01-17	20120117CHAORL	http://www.nba.com/games/20120117/CHAORL/boxscore.html	http://www.nba.com/games/20120117/CHAORL/gameinfo.html	Orlando Magic	ORL	Charlotte Bobcats	CHA	NULL	2012-01-17 23:11:39	2012-01-17 23:17:11
